SampleID,k__Bacteria|Other|Other,k__Bacteria|p__Acidobacteria|c__Acidobacteria-6,k__Bacteria|p__Acidobacteria|c__Acidobacteriia,k__Bacteria|p__Acidobacteria|c__Solibacteres,k__Bacteria|p__Acidobacteria|c__Sva0725,k__Bacteria|p__Acidobacteria|c__[Chloracidobacteria],k__Bacteria|p__Actinobacteria|c__Acidimicrobiia,k__Bacteria|p__Actinobacteria|c__Actinobacteria,k__Bacteria|p__Actinobacteria|c__Coriobacteriia,k__Bacteria|p__Actinobacteria|c__MB-A2-108,k__Bacteria|p__Actinobacteria|c__Nitriliruptoria,k__Bacteria|p__Actinobacteria|c__OPB41,k__Bacteria|p__Actinobacteria|c__Thermoleophilia,k__Bacteria|p__Armatimonadetes|c__,k__Bacteria|p__Bacteroidetes|Other,k__Bacteria|p__Bacteroidetes|c__,k__Bacteria|p__Bacteroidetes|c__Bacteroidia,k__Bacteria|p__Bacteroidetes|c__Cytophagia,k__Bacteria|p__Bacteroidetes|c__Flavobacteriia,k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia,k__Bacteria|p__Bacteroidetes|c__VC2_1_Bac22,k__Bacteria|p__Bacteroidetes|c__[Rhodothermi],k__Bacteria|p__Bacteroidetes|c__[Saprospirae],k__Bacteria|p__Chlorobi|c__OPB56,k__Bacteria|p__Chloroflexi|c__Anaerolineae,k__Bacteria|p__Chloroflexi|c__C0119,k__Bacteria|p__Chloroflexi|c__Ktedonobacteria,k__Bacteria|p__Chloroflexi|c__S085,k__Bacteria|p__Chloroflexi|c__TK10,k__Bacteria|p__Chloroflexi|c__Thermomicrobia,k__Bacteria|p__Cyanobacteria|Other,k__Bacteria|p__Cyanobacteria|c__,k__Bacteria|p__Cyanobacteria|c__4C0d-2,k__Bacteria|p__Cyanobacteria|c__Chloroplast,k__Bacteria|p__Cyanobacteria|c__ML635J-21,k__Bacteria|p__Cyanobacteria|c__Nostocophycideae,k__Bacteria|p__Cyanobacteria|c__Oscillatoriophycideae,k__Bacteria|p__Cyanobacteria|c__Synechococcophycideae,k__Bacteria|p__Elusimicrobia|c__Elusimicrobia,k__Bacteria|p__FBP|c__,k__Bacteria|p__Firmicutes|Other,k__Bacteria|p__Firmicutes|c__Bacilli,k__Bacteria|p__Firmicutes|c__Clostridia,k__Bacteria|p__Firmicutes|c__Erysipelotrichi,k__Bacteria|p__Fusobacteria|c__Fusobacteriia,k__Bacteria|p__Gemmatimonadetes|c__Gemm-1,k__Bacteria|p__Gemmatimonadetes|c__Gemm-3,k__Bacteria|p__Gemmatimonadetes|c__Gemm-5,k__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes,k__Bacteria|p__Nitrospirae|c__Nitrospira,k__Bacteria|p__Planctomycetes|c__Phycisphaerae,k__Bacteria|p__Planctomycetes|c__Planctomycetia,k__Bacteria|p__Proteobacteria|Other,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria,k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria,k__Bacteria|p__Proteobacteria|c__TA18,k__Bacteria|p__SR1|c__,k__Bacteria|p__Spirochaetes|c__Spirochaetes,k__Bacteria|p__Synergistetes|c__Synergistia,k__Bacteria|p__TM7|c__,k__Bacteria|p__TM7|c__TM7-1,k__Bacteria|p__TM7|c__TM7-3,k__Bacteria|p__Tenericutes|c__Mollicutes,k__Bacteria|p__Verrucomicrobia|c__Opitutae,k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae,k__Bacteria|p__WPS-2|c__,k__Bacteria|p__WS3|c__PRR-12,k__Bacteria|p__[Thermi]|c__Deinococci
G160RMKG.04,0,0,0,0,0,0,0,0.002618496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.982182839,1.90E-05,0,0,0,0,0,0,0,0,0,0,0.000227695,0.007779591,0,0,0.007115479,0,0,0,0,0,0,0,5.69E-05,0,0,0,0,0
F160RSV1.04,0,0,0,0,0,0,0,0.000265957,6.65E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.981948138,9.97E-05,0,0,0,0,0,0,0,0,0,0,0,0.003523936,0,0,0.014095745,0,0,0,0,0,0,0,0,0,0,0,0,0
H160RPWL.04,0,0,0,0,0,0,0,0.022788546,0,0,0,0,0,0,0,0,0.019383035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.802139796,0.041547237,0,0,0,0,0.001447342,0,0,0,0,0,0.00536368,0.025853506,0,0,0.074580696,0,0,0,0,0,0,0,0,0,0,0,0,0.00689616
E160RJ2L.04,0,0,0,0,0,0,0,0.001667321,0,0,0,0,0,0,0,0,4.20E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.988861178,0,0,0,0,0,0,0,0,0,0,0,0.000266211,0.00255002,0,0,0.006613238,0,0,0,0,0,0,0,0,0,0,0,0,0
G160R5WQ.04,0,0,0,0,0,0.000846167,0,0.047893045,0,0,0,0,0,0,0,0,0.02038322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.849739569,0.06374457,0,0,0,0,0,0,0,0,0,0,0.001974389,0.011846336,0,0,0.00167353,0,0,0,0,0,0,0,0,0,0,0,0,0.001899175
E160SFZH.04,0.001137113,0.000181938,0,0,0,0,0,0.084714926,0,0,0,0,0.01548748,0,0,0,0.030997703,0.001250824,0.000227423,0,0,0,0,0,0.00855109,0,0,0,0,0,0,0,0,0.003502308,0,0,0,0,0,0,0,0.677128107,0.058629551,0.001091629,0.024379705,0,0,0,0,0,0,0,0,0.030338177,0.03388597,0,0.007527689,0.015441996,0,0,0,0,0,0,0.001728412,0,0,0,0,0,0.003797958
D160R2C4.04,0,0,0,0,0,0,0,0.01315091,0,0,0,0,0,0,0,0,0.006506961,0,0.007431634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95595815,0.005445299,0,0.001027415,0,0,0,0,0,0,0,0,0,0.00989743,0,0.000582202,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C160S4K7.04,0,0,0,0,0,0,0,0.597303543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400646316,0,0,0,0,0,0,0,0,0,0,0,0,0.000694963,0,0,0.001355178,0,0,0,0,0,0,0,0,0,0,0,0,0
C160SKPS.04,0,0,0,0,0,0,0,0.152457814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.847175348,0,0,0,0,0,0,0,0,0,0,0,0.000281242,8.56E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E160S6VD.04,0,0,0,0,0,0,0,0.000205695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.940271261,0.007983544,0,0,0,0,0,0,0,0,0,0,0.000591374,0.047374172,0,0,0.003573954,0,0,0,0,0,0,0,0,0,0,0,0,0
H160QPLX.04,0,0,0,0,0,0,0,0.002408548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000824402,0,0,0,0,0,0,0,0.996621567,6.47E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62E-05,0,0,0,0,0,6.47E-05
A160S33D.04,0,0,0,0,0,0,0,0.222352665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.767374971,0.00454919,0,0,0,0,0,0,0,0,0,0,0.003492604,0,0,0,2.93E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.002201221
F160RCLH.04,0,0,0,0,0,0,0,0.001601562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978766798,0,0,0,0,0,0,0,0,0,0,0,0,1.25E-05,0,0,0.019619129,0,0,0,0,0,0,0,0,0,0,0,0,0
J160S4C8.04,0,0,0,0,0,0,0,0.562184441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.437815559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H160RZQ6.04,0,0,0,0,0,0,0,0.215326304,0,0,0,0,0,0,0,0,5.39E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.783793494,0,0,0,0,0,0,0,0,0,0,0,0.00016167,0,0,0,0.00059279,0,0,0,0,0,0,0,0,0,0,0,0,7.19E-05
D160QPTC.04,0,0,0,0,0,0,0,0.002983826,0,0,0,0,0,0,0,0,0.001519799,0,0.000376464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001394311,0,0,0,0,0,0,0,0.983045176,0.00989961,0,0,0,0,0,0,0,0,0,0,0.000738985,4.18E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D160T6B7.04,0,0,0,0,0,0,0,0.428036823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.570281124,0,0,0,0,0,0,0,0,0,0,0,0.001447348,0.000234705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G160T69B.04,0,0,0,0,0,0,0,0.005092351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978084402,0.000521,0,0,0,0,0,0,0,0,0,0,0.001546193,0.000285709,0,0,0.014470345,0,0,0,0,0,0,0,0,0,0,0,0,0
G160SCZ8.04,0,0,0,0,0,0,0,0.411089668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.588893101,0,0,0,0,0,0,0,0,0,0,0,0,1.72E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F160RXX9.04,0,0,0,0,0,0,0,0.000129374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999660392,0,0,0,0,0,0,0,0,0,0,0,0,0.000145546,0,0,6.47E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
G160QMK5.04,0,0,0,0,0,0,0,0.021710564,0,0,0,0,0,0,0,0,0,0,0.020567903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003427984,0.935782437,2.86E-05,0,0,0,0,0,0,0,0,0,0,0.009398389,0.004827744,0,0,2.86E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.004227847
G160R7S4.04,0,0,0,0,0,0,0,0.082740127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.916748448,6.91E-05,0,0,0,0,0,0,0,0,0,0,0,4.15E-05,0,0,0.000359379,0,0,0,0,0,0,0,0,0,0,0,0,4.15E-05
D160R7MM.04,0,0,0,0,0,0,0,0.005086187,0.000294377,0,0,0,0,0,0,0,0.031678278,0,0.000212606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.873777516,0.084944232,0,0,0,0,0,0,0,0,0,0,0,9.81E-05,0,3.27E-05,0.00384326,0,0,0,0,0,0,0,0,0,0,0,0,3.27E-05
A160S1NQ.04,0,0,0,0,0,0,0,0.509097161,0,0,0,0,0.000313953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48891447,1.50E-05,0,0,0,0,0,0,0,0,0,0,0.000926909,0.000299003,0,0,0.000433554,0,0,0,0,0,0,0,0,0,0,0,0,0
H160SR90.04,0,0,0,0,0,0,0,0.591638258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259249421,0.000221366,0,0,0,0,0,0,0,0,0,0,0.002567849,0.003335252,0,0,0.142648426,0,0,0,0,0,0,0,0,0,0,0,0,0.000339428
C160RQ3K.04,0,0,0,0,0,0,0,0.305804927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693850421,0.000131296,0,0,0,0,0,0,0,0,0,0,0,1.64E-05,0,0,0.000196944,0,0,0,0,0,0,0,0,0,0,0,0,0
G160QX0X.04,0,0,0,0,0,0,0,4.19E-05,0,0,0,0,0,0,0,0,1.05E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.988534418,0,0,0,0,0,0,0,0,0,0,0,1.05E-05,1.05E-05,0,0,0.011392219,0,0,0,0,0,0,0,0,0,0,0,0,0
F160S7J3.04,0,0,0,0,0,0,0,0.452525811,0,0,0,0,0,0,0,0,0.000608407,0,0.000110619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000165929,0,0,0,0,0,0,0,0.545188053,0.000663717,0,9.22E-05,0,0,0,0,0,0,0,0,0.000129056,0.000516224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J160S0PT.04,0,0,0,0,0,0,0,0.736035114,0,0,0,0,0,0,0,0,5.93E-05,0,0.000163115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263520026,0.000148287,0,1.48E-05,0,0,0,0,0,0,0,0,2.97E-05,0,0,0,2.97E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
J160S30P.04,0,0,0,0,0,0,0,0.22614633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.771636549,0.000588616,0,1.96E-05,0,0,0,0,0,0,0,0,0,0.000412031,0,0,0.001196853,0,0,0,0,0,0,0,0,0,0,0,0,0
K160RT0S.04,0,0,0,0,0,0,1.46E-05,0.026433385,0.001965037,0,0,0,0,0,0,0,0.026855504,0,0.00017467,0,0,0,0,0,0,0,0,0.000160114,0,0,0,0,0,0,0,0,0,0,0,0,0,0.898691431,0.039038733,0,0,0,0,0,0,0,0,0,0,0.000596789,0.004585086,0,0,0,0,0,0,0,0,0,0.001484695,0,0,0,0,0,0
B160S7MS.04,0,0,0,0,0,0,0,0.000721141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999278859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C160SFGR.04,0,0,0,0,0,0,0,0.722549996,1.53E-05,0,0,0,0,0,0,0,0.000689602,0,1.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273097847,0.001854264,0,0.001149337,0,0,0,0,0,6.13E-05,0,0,6.13E-05,0.000475059,0,0,3.06E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
A160RX4W.04,0,0,0,0,0,0,0,0.021767065,0,0,0,0,0,0,0,0,0.003498831,0,0.002972458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000247705,0,0,0,0,0,0,0,0.940690168,0.009304414,0,0.001161117,0,0,0,0,0,0,0,0,0.004551577,0.013298655,0,0,0.002182899,0,0,0,0,0,0,0,0,0,0,0,0,0.000325113
E160R0Z3.04,0,0,0,0,0,0,0,0.02809722,0,0,0,0,0,0,0,0,0.001851983,0,0.012752222,0,0,0,0.001851983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.924738959,0.009136447,0,0.001393396,0,0,0,0,0,0,0,0,0,0.016932411,0,0,0,0,0,0,0,0,0,0.003245379,0,0,0,0,0,0
E160X7Y1.04,0,0,0,0,0,0,0,0.798240234,0,0,0,0,0,0,0,0,0.005682316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186727912,0.006721153,0,0,0,0,0,0,0,0,0,0,0.000801031,0.00061329,0,0,0.001214063,0,0,0,0,0,0,0,0,0,0,0,0,0
C160S1VK.04,0,0,0,0,0,0,0,0.001777708,0,0,0,0,5.93E-05,0,0,0,0.007673771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.982469828,0.005659036,0,0.001590061,0,0,0,0,0,0,0,0,0.000296285,0.000138266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000335789
C160S80Q.04,0,0,0,0,0,0,4.67E-05,0.000981194,0,0,0,0,0,0,0,0,0.002406261,0,0.000105128,1.17E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.992664408,0.00133162,0,0.000677491,0,0,0,0,0,0,0,0,0.000163532,0.001611961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F160QH00.04,0,0,0,0,0,0,0,0.627746141,0,0,0,0,0,0,0,0,0.003443253,0,0.014258597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337453465,0.015656499,0,0,0,0,0,0,0,0,0,0,0.000456157,0,0,0,0.000573875,0,0,0,0,0,0,0.000412013,0,0,0,0,0,0
D160SRT1.04,0,0.00071017,0,0,0,0,0,0.087411736,0.000547845,0,0,0,0,0,0,0,0.010206152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.812474637,0.055778752,0,0,0,0,0,0,0,0,0,0,0.00975976,0.008501745,0,0.006269783,0.007710413,0,0,0,0,0,0,0.000629007,0,0,0,0,0,0
G160R9KL.04,0,0,0,0,0,0,0,0.001421824,0.000111273,0,0,0,0,0,0,0,0.000482184,0,0.000346183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24E-05,0,0,0,0,0,0,0,0.997143988,0.000445093,0,0,0,0,0,0,0,0,0,0,0,3.71E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C160RNZZ.04,0,0,0,0,0,0,0,0.000169589,0,0,0,0,0,0,0,0,0.000508768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998999423,0.000254384,0,3.39E-05,0,0,0,0,0,0,0,0,1.70E-05,1.70E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A160S1LX.04,0,0,0,0,0,0,0,0.00142156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998383911,0,0,0,0,0,0,0,0,0,0,0,0,0.000194529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B160RJPX.04,0,0,0,0,0,0.000114973,0,0.001133303,0,0,0,0,0,0,0,0,0.000164247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.987402273,0.009887655,0,0,0,0,0,0,0,0,0,0,0.000722686,0.000131397,0,0,0.000443466,0,0,0,0,0,0,0,0,0,0,0,0,0
B160RNZ2.04,0,0,0,0,0,0,0,0.005348653,0,0,0,0,0,0,0,0,0.006339144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.945721078,0.018567209,0.002665322,0,0,0,0,0,0,0,0,0,0.001710849,0.007041493,0,0.010697306,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001908947
J160SF8F.04,0,0,0,0,0,0,0,0.273958148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.513145516,0.002212108,0,0,0,0,0,0,0,0,0,0,0.001144194,0,0,0,0.20913321,0,0,0,0,0,0,0,0,0,0,0,0,0.000406824
C160RFQX.04,0,0,0,0,0,0,0,0.000308895,0,0,0,0,0,0,0,0,0.000993836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99681704,0.001423602,0,0,0,0,0,0,0,0,0,0,0,2.69E-05,0,2.69E-05,0.000402906,0,0,0,0,0,0,0,0,0,0,0,0,0
G160SB00.04,0,0,0,0,0,0,0,0.000311366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999688634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C160R32K.04,0,0,0,0,0,0,0,0.00481232,0,0,0,0,0,0,0,0,0.027376751,0,0.00235269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.890689053,0.001015934,0,0,0,0,0,0,0,0,0,0,0,0.07316508,0,0,0.000356468,0,0,0,0,0,0,0,0,0,0,0,0,0.000231704
J160RCN9.04,0,0,0,0,0,0,0,0.00154833,0.000187161,0,0,0,0,0,0,0,0.002126827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.990437786,0.002756368,0,0,0,0,0,0,0,0,0,0,0,0.000408351,0,0,0.002467119,0,0,0,0,0,0,0,0,0,0,0,0,6.81E-05
G160SBLL.04,0,0,0,0,0,0,0,0.001798456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997497801,0,0,0,0,0,0,0,0,0,0,0,0,0.000703744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D160RFP3.04,0,0,0,0,0,0,0,0.001866824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997982183,0,0,0,0,0,0,0,0,0,0,0,0,1.37E-05,0,0,0.000109813,0,0,0,0,0,0,0,0,0,0,0,0,2.75E-05
D160R5XM.04,0,0,0,0,0,0,0,0.000282081,0,0,0,0,0,0,0,0,0.000108493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999457536,2.17E-05,0,0,0,0,0,0,0,0,0,0,0,0.000108493,0,0,2.17E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
F160TQTQ.04,0,0,0,0,0,0,1.59E-05,0.471398575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.517975312,0.000318147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010276152,0,0,0,0,0,0,0,0,0,0,0,0,1.59E-05
F160THHD.04,0,0,0,0,0,0,0,0.972689672,0,0,0,0,0,0,0,0,0,0,2.99E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026504009,0.0003285,0,5.97E-05,0,0,0,0,0,0,0,0,0.000104523,0,0,0,0.000283705,0,0,0,0,0,0,0,0,0,0,0,0,0
E160S87C.04,0,0,0,0,0,0,0,0.019048709,0,0,0,0,0,0,0,0,2.86E-05,0,5.72E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.969739439,0,0,0,0,0,0,0,0,0,0,0,0.006893001,0.003861225,0,0,0.000371822,0,0,0,0,0,0,0,0,0,0,0,0,0
E160SD5F.04,0,0,0,0,0,0,0,0.802305159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1564764,0,0,0,0,0,0,0,0,0,0,0,0.041218441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A160QG4S.04,0,0,0,0,0,0,0,0.993701012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002522445,0,0,0,0,0,0,0,0,0,0,0,0.001695881,0.001610375,0,0,0.000285022,0,0,0,0,0,0,0,0,0,0,0,0,0.000185264
D160R3YK.04,0,0,0,0,0,0,0,0.00545953,0,0,0,0,0,0,0,0,0.043008702,0,0.001668852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.928716176,0.004029086,0,0,0,0,0,0,0,0,0,0,0,0.012611753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004505901
J160RF9C.04,0,0,0,0,0,0,0,0.001099505,0,0,0,0,0,0,0,0,0,0,7.17E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.994131988,0.004374119,0,0,0,0,0,0,0,0,0,0,0,8.37E-05,0,0,2.39E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000215121
A160SFB7.04,0,0,0,0,0,0,0,0.071564428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000203267,0.923731397,0.001263158,0,0,0,0,0,0,0,0,0,0,0.001669691,0.000827586,0,0,0.000740472,0,0,0,0,0,0,0,0,0,0,0,0,0
E160RJV2.04,0,0,0,0,0,0,0,0.002006478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.938687763,0,0,0,0,0,0,0,0,0,0,0,0,5.73E-05,0,0,0.059248431,0,0,0,0,0,0,0,0,0,0,0,0,0
C160R9FX.04,0,0,0,0,0,0,0,0.000528821,0,0,0,0,0,0,0,0,0,0,0.004970915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.953675304,0,0,0,0,0,0,0,0,0,0,0,0,0.040719196,0,0,0.000105764,0,0,0,0,0,0,0,0,0,0,0,0,0
A160VLC8.04,0,0,0,0,0,0,0,0.28030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322150072,0.275613276,0,0,0,0,0,0,0,0,0,0,0.013347763,0.072510823,0,0,0.011183261,0,0,0,0,0,0,0,0,0,0,0,0,0.024891775
E160RMDN.04,0,0,0,0,0,0,0,0.053544636,0,0,0,0,0,0,0,0,0.007501875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9262003,0,0,0,0,0,0,0,0,0,0,0,0,0.002531883,0,0,0.006939235,0,0,0,0,0,0,0,0,0,0,0,0,0.003282071
K160S31L.04,0,0,0,0,0,0,0,0.524090633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45212258,0.017478369,0,0,0,0,0,0,0,0,0,0,0,0.000434065,0,0,0.000491941,0,0,0,0,0,0,0,0,0,0,0,0,0.005382412
G160RVVC.04,0,0,0,0,0,0,0,0.530221882,0,0,0,0,0,0,0,0,1.87E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111967,0,0,0,0.458749324,0.000111967,0,0,0,0,0,0,0,0,0,0,0.000391886,0,0,0,0.010170377,0,0,0,0,0,0,0,0,0,0,0,0,0.000223935
