SampleID,k__Bacteria|Other|Other,k__Bacteria|p__Acidobacteria|c__Acidobacteria-6,k__Bacteria|p__Acidobacteria|c__Acidobacteriia,k__Bacteria|p__Acidobacteria|c__Solibacteres,k__Bacteria|p__Acidobacteria|c__Sva0725,k__Bacteria|p__Acidobacteria|c__[Chloracidobacteria],k__Bacteria|p__Actinobacteria|c__Acidimicrobiia,k__Bacteria|p__Actinobacteria|c__Actinobacteria,k__Bacteria|p__Actinobacteria|c__Coriobacteriia,k__Bacteria|p__Actinobacteria|c__MB-A2-108,k__Bacteria|p__Actinobacteria|c__Nitriliruptoria,k__Bacteria|p__Actinobacteria|c__OPB41,k__Bacteria|p__Actinobacteria|c__Thermoleophilia,k__Bacteria|p__Armatimonadetes|c__,k__Bacteria|p__Bacteroidetes|Other,k__Bacteria|p__Bacteroidetes|c__,k__Bacteria|p__Bacteroidetes|c__Bacteroidia,k__Bacteria|p__Bacteroidetes|c__Cytophagia,k__Bacteria|p__Bacteroidetes|c__Flavobacteriia,k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia,k__Bacteria|p__Bacteroidetes|c__VC2_1_Bac22,k__Bacteria|p__Bacteroidetes|c__[Rhodothermi],k__Bacteria|p__Bacteroidetes|c__[Saprospirae],k__Bacteria|p__Chlorobi|c__OPB56,k__Bacteria|p__Chloroflexi|c__Anaerolineae,k__Bacteria|p__Chloroflexi|c__C0119,k__Bacteria|p__Chloroflexi|c__Ktedonobacteria,k__Bacteria|p__Chloroflexi|c__S085,k__Bacteria|p__Chloroflexi|c__TK10,k__Bacteria|p__Chloroflexi|c__Thermomicrobia,k__Bacteria|p__Cyanobacteria|Other,k__Bacteria|p__Cyanobacteria|c__,k__Bacteria|p__Cyanobacteria|c__4C0d-2,k__Bacteria|p__Cyanobacteria|c__Chloroplast,k__Bacteria|p__Cyanobacteria|c__ML635J-21,k__Bacteria|p__Cyanobacteria|c__Nostocophycideae,k__Bacteria|p__Cyanobacteria|c__Oscillatoriophycideae,k__Bacteria|p__Cyanobacteria|c__Synechococcophycideae,k__Bacteria|p__Elusimicrobia|c__Elusimicrobia,k__Bacteria|p__FBP|c__,k__Bacteria|p__Firmicutes|Other,k__Bacteria|p__Firmicutes|c__Bacilli,k__Bacteria|p__Firmicutes|c__Clostridia,k__Bacteria|p__Firmicutes|c__Erysipelotrichi,k__Bacteria|p__Fusobacteria|c__Fusobacteriia,k__Bacteria|p__Gemmatimonadetes|c__Gemm-1,k__Bacteria|p__Gemmatimonadetes|c__Gemm-3,k__Bacteria|p__Gemmatimonadetes|c__Gemm-5,k__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes,k__Bacteria|p__Nitrospirae|c__Nitrospira,k__Bacteria|p__Planctomycetes|c__Phycisphaerae,k__Bacteria|p__Planctomycetes|c__Planctomycetia,k__Bacteria|p__Proteobacteria|Other,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria,k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria,k__Bacteria|p__Proteobacteria|c__TA18,k__Bacteria|p__SR1|c__,k__Bacteria|p__Spirochaetes|c__Spirochaetes,k__Bacteria|p__Synergistetes|c__Synergistia,k__Bacteria|p__TM7|c__,k__Bacteria|p__TM7|c__TM7-1,k__Bacteria|p__TM7|c__TM7-3,k__Bacteria|p__Tenericutes|c__Mollicutes,k__Bacteria|p__Verrucomicrobia|c__Opitutae,k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae,k__Bacteria|p__WPS-2|c__,k__Bacteria|p__WS3|c__PRR-12,k__Bacteria|p__[Thermi]|c__Deinococci
E160RW1P.06,0,0,0,0,0,0,0,0.003136922,0,0,0,0,0,0,0,0,0.021930196,0,0.000197824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005482549,0,0,0,0,0,0,0,0.45327116,0.033969196,0,0.013621591,0,0,0,0,0,0,0,0,0.001299986,0.011954218,0,0.000876077,0.45426028,0,0,0,0,0,0,0,0,0,0,0,0,0
F160QXRV.04,0,0,0,0,0,0,0,0.385010222,0,0,0,0,0,0,0,0,0.00139197,0,0.000739484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325416504,0.002696942,0,0,0,0,0,0,0,0,0,0,0.003044935,0.017965114,0,0,0.26373483,0,0,0,0,0,0,0,0,0,0,0,0,0
C160R7Z3.06,0,0,0,0,0,0,0,0.010768029,0,0,0,0,0,0,0,0,0.012262645,0,0.021196372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.843167227,0.025782126,0,0.000815245,0,0,0,0,0,0,0,0,0.000985088,0.007269269,0,0,0.077754,0,0,0,0,0,0,0,0,0,0,0,0,0
C160RHLK.04,0,0,0,0,0,0,0,0.012733987,0.000636699,0,0,0,0,0,0,0,0.005857634,0,0.000764039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.460874825,0.017604737,0,0.001177894,0,0,0,0,0,0,0,0,0.002928817,0.047943461,0,0,0.448777537,0,0,0,0,0,0,0.000700369,0,0,0,0,0,0
G160S9Z3.06,0,0,0,0,0,0,0,0.00696224,0,0,0,0,0,0,0,0,0.001643862,0,0.06203162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044432626,0,0,0,0,0,0,0,0.718222695,0.000580187,0,0,0,0,0,0,0,0,0,0,0.002320747,0.000628536,0,0,0.163177489,0,0,0,0,0,0,0,0,0,0,0,0,0
K160S6FW.04,0,0,0,0,0,0,0,0.007447222,0.000356171,0,0,0,0,0,0,0,0.010426111,0,0.018941847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000129517,0,0,0,0,0,0,0,0.624692397,0.023863489,0.000777101,0.025385313,0,0,0,0,0,0,0,0,0.032379225,0.013631654,0,0.001845616,0.239476752,0,0,0,0,0,0,0,0,0,0,0,0,0.000647585
F160S2K1.04,0,0,0,0,0,0,0,0.003985634,0,0,0,0,0,0,0,0,0.004117029,0,0.000569376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003591451,0,0,0,0,0,0,0,0.562149615,0.018636125,0,2.19E-05,0,0,0,0,0,0,0,0,0.007817975,0.001007358,0,0,0.395716538,0,0,0,0,0,0,0,0,0,0.000547477,0,0,0.001839523
G160SC18.04,2.99E-05,0,0,0,0,0,0,0.00873676,0,0,0,0,0.000209443,0,0,0,0.004996709,0,0.002064508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000897612,0,0,0,0,0,0,0,0.442463048,0.002962121,0,0.011279995,0,0,0,0,0,0,0,0,0.004069176,0.048052181,0,0.000658249,0.472712585,0,0.000179522,0,0,0,0,0.000209443,0,0,0,0,0,0.000478727
J160SL7C.06,5.11E-05,0,0,0,0,0,0.000178685,0.011461391,5.11E-05,0,0,0,0,0,0,0,0.006943204,0,0.003446075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95252074,0.001659221,0,0.001991066,0,0,0,0,0,0,0,0,0.00421187,0.007887683,0,0,0.009393746,0,0,0,0,0,0,0,0,0,0,0,0,0.000204212
K160SB6G.04,0,0,0,0,0,0,0,0.904548844,0,0,0,0,0,0,0,0,0.002576097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000271168,0,0,0,0,0,0,0,0.060131517,0.001050776,0,0.001050776,0,0,0,0,0,0,0,0,0.000271168,0.000440648,0,0,0.029659006,0,0,0,0,0,0,0,0,0,0,0,0,0
F160QP3Z.04,0,0,0,0,0,0,0,0.030872011,0.000668073,0,0,0,0,0,0,0,0.019866385,0,0.000773558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.587447257,0.035970464,0.000703235,0.008720113,0,0,0,0,0,0,0,0,0.001195499,0.209915612,0,0.001652602,0.099929677,0,0,0,0,0,0,0.002285513,0,0,0,0,0,0
J160SF0X.07,3.32E-05,0,0,0,0,0,0,0.286250415,0,0,0,0,0,0,0,0,0.003653271,0,0.003786118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000166058,0,0,0,0,0,0,0,0.688674859,0.000830289,0,0.00063102,0,0,0,0,0,0,0,0,0.000132846,0.001627366,0,0,0.013882431,0,0.000332116,0,0,0,0,0,0,0,0,0,0,0
K160S4L4.04,0.000118413,0,0,0,0,0,0,0.378641208,0,0,0,0,0,0,0,0,0.001657786,0,0.000414446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000103612,0,0,0,0,0,0,0,0.561012433,0.001598579,2.96E-05,0.001228538,0,0,0,0,0,0,0,0,0.000162818,0.022306098,0,0.000148017,0.032341622,0,0,0,0,0,0,4.44E-05,0,0,0,0,0,0.000192422
K160R7BC.06,0,0,0,0,0,0,0,0.010683412,0,0,0,0,0.000244658,0,0,0,0.035516229,0,0.030786169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000122329,0,0,0,0,0,0,0,0.803050073,0.036494862,0,0.018349372,0,0,0,0,0,0,0,0,0.001794161,0.044854021,0,0.000856304,0.01724841,0,0,0,0,0,0,0,0,0,0,0,0,0
H160QBDW.06,0,0,0,0,0,0,0,0.661438429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334580679,0.000238854,0,0,0,0,0,0,0,0,0,0,0.000185775,0,0,0,0.003556263,0,0,0,0,0,0,0,0,0,0,0,0,0
F160RJDK.04,0,0,0,0,0,0,0,0.017911201,0.000898713,0,0,0,0,0,0,0,0.039369955,0,0.019377523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001308653,0,0,0,0,0,0,0,0.634349773,0.035853935,0,0.003484485,0,0,0,0,0,0,0,0,0.002838042,0.0758861,0,0.000189203,0.168532417,0,0,0,0,0,0,0,0,0,0,0,0,0
G160S6RS.06,0,0,0,0,0,0,0,0.032981418,0,0,0,0,0,0,0,0,0.016248826,0,0.007370308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.609202925,0.016590308,0,0.018895307,0,0,0,0,0,0,0,0,0.002134259,0.030875615,0,0,0.262371589,0,0,0,0,0,0,0,0.003329444,0,0,0,0,0
K160R6YC.04,0,0,0,0,0,0,0,0.024519627,0,0,0,0,0,0,0,0,0.006955087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.517741365,0.005658376,0.002711305,0.005304727,0,0,0,0,0,0,0,0.000471531,0.005186844,0.052222091,0,0,0.379229046,0,0,0,0,0,0,0,0,0,0,0,0,0
A160QZM0.04,9.11E-05,0,0,0,0,0,0,0.000510437,0,0,0,0,0,0,0,0,0.002005287,0,0.000710965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.962191231,0.00153131,9.11E-05,0.000911494,0,0,0,0,0,0,0,0,1.82E-05,0.008294595,0,0.000218759,0.023425394,0,0,0,0,0,0,0,0,0,0,0,0,0
K160S8KV.04,0,0,0,0,0,0.00121975,0,0.023321624,0.003464091,0.00107338,0,0,0,0,0,0,0.00121975,0.00287861,0.006635441,0.003756831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.850068306,0.012685402,0,0,0,0,0,0,0,0,0,0,0.033860265,0.00258587,0,0,0.045862607,0,0,0,0,0,0,0,0,0,0,0,0,0.011368072
K160SJ0N.04,5.30E-05,0,0,0,0,0,0,0.001749828,0,0,0,0,0,0,0,0,0.025239938,0,0.002227053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343708574,0.012407869,0,0.130759849,0,0,0,0,0,0,0,0,0,0.063364972,0,0,0.419375365,0,0,0.000901426,0,0,0,0.00010605,0,0,0,0,0,0.00010605
A160T6SW.04,0,0,0,0,0,0,0,0.676925103,8.78E-05,0,0,0,0,0,0,0,0.009746246,0,0.000351216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270260778,0.010799895,0.000307314,0.000131706,0,0,0,0,0,0,0,0,0.003775573,0.00021951,0.000307314,0.000614628,0.026472912,0,0,0,0,0,0,0,0,0,0,0,0,0
K160S9X8.04,0,0,0,0,0,0,0,0.026534286,0.000174186,0,0,0,0,0,0,0,0.001799919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.958195436,0.002206352,5.81E-05,0,0,0,0,0,0,0,0,0,0.002670847,0.007896418,0,0,0.000464495,0,0,0,0,0,0,0,0,0,0,0,0,0
D160SDRZ.04,0,0.000615117,0,0,0,0,0,0.25787893,0,0,0,0,0,0,0,0,0.009805695,0,0.000940768,0.004414372,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003763071,0,0,0,0,0,0,0,0.420740312,0.009733329,0,0.011868148,0,0,0,0,0,0,0,0,0,0.280131707,0,0,0.00010855,0,0,0,0,0,0,0,0,0,0,0,0,0
C160S1XC.04,0,0,0,0,0,0,0,0.023436366,0,0,0,0,0,0,0,0,0.001160935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.959077057,0.000507909,0,0.00043535,0,0,0,0,0,0,0,0,0.001015818,0.00043535,0,0,0.013931215,0,0,0,0,0,0,0,0,0,0,0,0,0
E160S89R.06,0,0,0,0,0,0,0.000183412,0.83448883,0,0,0,0,0,0,0,0,0.01067459,0.000220095,0.001210521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140567111,0.002200946,0,0.004548623,0,0,0,0,0,0,0,0,0.002604453,0.002457723,0,0,0.000843696,0,0,0,0,0,0,0,0,0,0,0,0,0
H160S1TN.04,0,0,0,0,0,0,0,0.840215967,0,0,0,0,0,0,0,0,0.000835856,0,0.000158135,4.52E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001355442,0,0,0,0,0,0,0,0.136899652,0.001694303,4.52E-05,0.000677721,0,0,0,0,0,0,0,0,0.000203316,0.012831519,0,0.000519586,0.00451814,0,0,0,0,0,0,0,0,0,0,0,0,0
K160RCDB.04,0,0,0,0,0,0,0,0.409700152,0,0,0,0,0,0,0,0,0.005167887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194058311,0.001271245,0,0,0,0,0,0,0,0,0,0,0.004228271,0.003205748,0,0,0.382368385,0,0,0,0,0,0,0,0,0,0,0,0,0
B160QF13.04,0,0,0,0,0,0,0,0.003059954,0,0,0,0,0,0,0,0,0.006048746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101191959,0.182814446,0.000320228,0.000106743,0,0,0,0,0,0,0,0,0.000177904,0.000498132,0,0,0.705781889,0,0,0,0,0,0,0,0,0,0,0,0,0
F160S2QX.04,0,0,0,0,0,0,0,0.641461615,0.000160406,0,0,0,0,0,0,0,0.002887299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136922139,0.009271438,0.000160406,0,0,0,0,0,0,0,0,0,0.000737865,0.00086619,0,9.62E-05,0.207308075,0,0,0,0,0,0,0,0,0,0,0,0,0.000128324
H160QNTG.04,0,0,0,0,0,0,0,0.207177545,0.000274371,0,0,0,2.74E-05,0,0,0,0.000411557,0.000301808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019727275,0.002633962,0,0.000877987,0,0,0,0,0,0,0,0,0.001618789,0,0,0,0.766949269,0,0,0,0,0,0,0,0,0,0,0,0,0
G160QXG4.04,0,0,0,0,0,0,0,0.686241262,0,0,0,0,0,0,0,0,0.000276836,0,0,0,0,0,0.000207627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017129213,0.001487992,0,0,0,0,0,0,0,0,0,0,0.001280365,6.92E-05,0,0,0.293307495,0,0,0,0,0,0,0,0,0,0,0,0,0
F160Q5W3.04,0,0,0,0,0,0,0,0.179070444,0,0,0,0,0,0,0,0,0.001309917,0,0.018047739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16893072,0.136182806,0,0,0,0,0,0,0,0,0,0,0.001115855,0.00053367,0,0,0.494808849,0,0,0,0,0,0,0,0,0,0,0,0,0
D160QYWR.04,0,0,0,0,0,0,0,0.479406026,0,0,0,0,0,0,0,0,0.000433557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311836115,0.002167787,0,0,0,0,0,0,0,0,0,0,0.000144519,0.00494978,0,0,0.201062215,0,0,0,0,0,0,0,0,0,0,0,0,0
K160Q0BC.04,0,0,0,0,0,0,0,0.009599531,0,0,0,0,0,0,0,0,0.000146558,0.000109918,0,0,0,0,0,0,0,0,0,0,0,0,0.00062287,0,0,0.000293115,0,0,0,0,0,0,0,0.776316272,0.059539076,0,0,0,0,0,0,0,0,0,0,0.000549591,0,3.66E-05,0,0.152786429,0,0,0,0,0,0,0,0,0,0,0,0,0
B160RHB0.04,0,0,0,0,0,0,0,0.649704505,0,0,0,0,0,0,0,0,0.014761941,0,0.000307007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175608259,0.0110011,0,2.56E-05,0,0,0,0,0,0,0,0,0.000946606,0.00012792,0,0.00012792,0.147235654,0,0,0,0,0,0,0.000153504,0,0,0,0,0,0
B160Q5GZ.04,0,0,0,0,0,0,0,0.51932421,0,0,0,0,4.46E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191681897,0.00142647,0,0.000980698,0,0,0,0,0,0,0,0,0.000222886,0.000222886,0,0,0.286096376,0,0,0,0,0,0,0,0,0,0,0,0,0
F160QYB6.04,0,0,0,0,0,0,0,0.721792101,7.86E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050304579,0.001061112,0,7.86E-05,0,0,0,0,0,0,0,0,0.000707408,7.86E-05,0,0,0.225898998,0,0,0,0,0,0,0,0,0,0,0,0,0
A160RBZ3.04,0,0,0,0,0,0,0,0.00401757,0,0,0,0,0,0,0,0,0.00401757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283265481,0.006213842,0,0.001714163,0,0,0,0,0,0,0,0,0,0.000321406,0,0.001232055,0.699217913,0,0,0,0,0,0,0,0,0,0,0,0,0
B160R72S.04,0,0,0,0,0,0,0,0.288030927,0.002108645,0,0,0,0,0,0,0,0.004367908,0,0.000702882,0,0,0,0.000301235,0,0,0,0,0,0,0,0,0,0,0.001305352,0,0,0,0.000753088,0,0,0,0.625966462,0.023596747,0,0.000100412,0,0,0,0,0,0,0,0,0.000251029,0.000401647,0,0,0.051561402,0,0,0,0,0,0,0.000552264,0,0,0,0,0,0
G160QD1K.04,0,0,0,0,0,0,0,0.710153881,2.81E-05,0,0,0,0,0,0,0,0.000140402,0,0.000533528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053465124,0.000336965,0,0,0,0,0,0,0,0,0,0,0.000196563,0.000112322,0,0,0.235033135,0,0,0,0,0,0,0,0,0,0,0,0,0
K160R2D1.04,0,0,0,0,0,0,0,0.006299118,0,0,0,0,0,0,0,0,0.005039294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00299958,0,0,0,0,0,0,0,0.510648509,0.006299118,0,0,0,0,0,0,0,0,0,0,0.001799748,0.000899874,0,0,0.466014758,0,0,0,0,0,0,0,0,0,0,0,0,0
F160R4SB.04,0,0,0,0,0,0,0,0.141667786,0,0,0,0,0,0,0,0,0.009399758,0,8.95E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248064097,0.013875834,0.000626651,0.001969473,0,0,0,0,0,0,0,0,0,0.305715948,0,0,0.278590931,0,0,0,0,0,0,0,0,0,0,0,0,0
A160RHBX.04,0,0,0,0,0,0,0,0.07027191,0.000417157,0,0,0,0,0,0,0,0.005157571,0,0.00068262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.873260268,0.012969775,0,0.00102393,0,0,0,0,0,0,0,0,0.000530926,0.00091016,0,0,0.034775684,0,0,0,0,0,0,0,0,0,0,0,0,0
D160RGS6.04,0,0,0,0,0,0,0,0.334844534,0,0,0,0,0,0,0,0,0.00337011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002487462,0,0,0,0,0,0,0,0.203771314,0.000762287,0,0,0,0,0,0,0,0,0,0,0.002607823,0.337853561,0,0,0.114302909,0,0,0,0,0,0,0,0,0,0,0,0,0
A160QSHS.04,0,0,0,0,0,0,0.000463574,0.191527297,0,0,0,0,0,0,0,0,0.00071319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247940663,0.000998467,0,3.57E-05,0,0,0,0,0,0,0,0,0.003958207,0.069607389,0,0,0.484755554,0,0,0,0,0,0,0,0,0,0,0,0,0
J160R800.04,0,0,0,0,0,0,0,0.254469818,0,0,0,0,0,0,0,0,0.020623119,0,0.000177022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014279814,0,0,0,0,0,0,0,0.365580929,0.013955272,0,0.002920871,0,0,0,0,0,0,0,0,0.000177022,0.095533133,0,0,0.232283,0,0,0,0,0,0,0,0,0,0,0,0,0
K160RGBW.04,0,0,0,0,0,0,0,0.169634045,0,0,0,0,0,0,0,0,0.025265485,0,0.000473728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211756346,0.00825076,0,0.004105641,0,0,0,0,0,0,0,0,0,0.216019897,0,0.000868501,0.363625597,0,0,0,0,0,0,0,0,0,0,0,0,0
J160QWZG.04,0,0,0,0,0,0,0,0.006965699,0,0,0,0,0,0,0,0,0.012242744,0,0.001372032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003799472,0,0,0,0,0,0,0,0.605804749,0.004643799,0,0.001899736,0,0,0,0,0,0,0,0,0.007387863,0.002849604,0,0,0.353034301,0,0,0,0,0,0,0,0,0,0,0,0,0
J160QX26.04,0,0,0,0,0,0,0,0.601138003,8.01E-05,0,0,0,4.01E-05,0,0,0,0,0,0.001482609,0,0,0,0,0,0,0.000160282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115483251,0.000520917,0,0.000120212,0,0,0,0,0,0,0,0,0.000280494,0.100336592,0,0,0.180357429,0,0,0,0,0,0,0,0,0,0,0,0,0
H160QN9B.04,0,0,0,0,0,0,0,0.152649324,0.000123728,0,0,0,0,0,0,0,0.002752946,0,0.000525844,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000247456,0.001020755,0,0,0,0,0,0,0,0.808005197,0.00312413,0,0,0,0,0,0,0,0,0,0,0.001732191,6.19E-05,0,0,0.029756565,0,0,0,0,0,0,0,0,0,0,0,0,0
H160QQYC.04,0,0,0,0,0,0,0,0.131118438,0.002586863,0,0,0,0,0,0,0,0.002739031,0,0.002688308,0.00035506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75181334,0.04057824,0,0.001065179,0,0,0,0,0,0,0,0,0.001318793,0,0,0,0.065280243,0,0,0,0,0,0,0.000456505,0,0,0,0,0,0
H160QMH9.04,0,0,0,0,0,0,0,0.703181063,0,0,0,0,0,0,0,0,0.000987309,0,0.000505695,0.001781973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177210008,0.004334529,0,0,0,0,0,0,0,0,0,0,0.001035471,0.000361211,0,0,0.11060274,0,0,0,0,0,0,0,0,0,0,0,0,0
J160S2NZ.04,0,0,0,0,0,0,0.001305681,0.153857833,0,0,0,0,0,0,0,0,0,0,3.04E-05,0.00091094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.492332918,0.006892782,0,0,0,0,0,0,0,0,0,0,0.004159961,0.004038502,0,0,0.336471017,0,0,0,0,0,0,0,0,0,0,0,0,0
B160R1TD.04,0,0,0,0,0,0,0,0.168802294,0.000117021,0,0,0,0,0,0,0,0.025451992,0,0.036568954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628166871,0.018781815,0,0.017611608,0,0,0,0,0,0,0,0,0.003861682,0.004329764,0,0,0.096307998,0,0,0,0,0,0,0,0,0,0,0,0,0
E160R1RS.04,0,0,0,0,0,0,0,0.641563741,0,0,0,0,0,0,0,0,0.00397129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295223522,0.003461216,0,0.001785259,0,0,0,0,0,0,0,0,0.000182169,0.000327905,0,0.000400772,0.053084126,0,0,0,0,0,0,0,0,0,0,0,0,0
K160QSXD.04,0,0,0,0,0,0,0,0.276402828,0.001311588,0,0,0,0,0,0,0,0.110458485,0,0.003307482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.399749088,0.008895985,0,0.005816606,0,0,0,0,0,0,0,0,0,0.046475821,0,0.000399179,0.147182938,0,0,0,0,0,0,0,0,0,0,0,0,0
E160S95J.04,0,0,0,0,0,0,0,0.067521945,0,0,0,0,0,0,0,0,0.070009595,0,0.000426454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.817370909,0.019190447,0,0.023135151,0,0,0,0,0,0,0,0,0.002025658,0.000213227,0,0,0.000106614,0,0,0,0,0,0,0,0,0,0,0,0,0
F160Q5F5.06,0,0,0,0,0,0,0,0.269391803,0.003011606,0,0,0,0,0,0,0,0.065410607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.591266343,0.047634788,0,0,0,0,0,0,0,0,0,0,0.000293815,0.006500661,0,0,0,0,0,0,0,0,0,0.016490378,0,0,0,0,0,0
K160SGDB.04,0,0,0,0,0,0,0,0.00854115,0,0,0,0,0,0,0,0,0.021300153,0,0.000210893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942162704,0.018505826,0.000316339,0.004955976,0,0,0,0,0,0,0,0,0.001950757,0.000896294,0,0.001159909,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J160RQHX.04,0,0,0,0,0,0,0,0.951664801,0,0,0,0,0,0,0,0,3.50E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000174874,0,0,0,0.047320929,0,0.000139899,0,0,0,0,0,0,0,0,0,0.000629547,3.50E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F160Q8LV.04,0,0,0,0,0,0,0,0.287662338,0,0,0,0,0,0,0,0,0.004823748,0.000742115,0.007142857,0.001948052,0,0,0.001205937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.678293135,0.010111317,0,0.001113173,0,0,0,0,0,0,0,0,0.006122449,0.000649351,0,0,0.000185529,0,0,0,0,0,0,0,0,0,0,0,0,0
