SampleID,k__Bacteria|Other|Other,k__Bacteria|p__Actinobacteria|Other,k__Bacteria|p__Actinobacteria|c__Actinobacteria,k__Bacteria|p__Actinobacteria|c__Coriobacteriia,k__Bacteria|p__Actinobacteria|c__Thermoleophilia,k__Bacteria|p__Bacteroidetes|Other,k__Bacteria|p__Bacteroidetes|c__,k__Bacteria|p__Bacteroidetes|c__Bacteroidia,k__Bacteria|p__Bacteroidetes|c__Cytophagia,k__Bacteria|p__Bacteroidetes|c__Flavobacteriia,k__Bacteria|p__Cyanobacteria|c__4C0d-2,k__Bacteria|p__Cyanobacteria|c__Chloroplast,k__Bacteria|p__Cyanobacteria|c__Nostocophycideae,k__Bacteria|p__Firmicutes|Other,k__Bacteria|p__Firmicutes|c__Bacilli,k__Bacteria|p__Firmicutes|c__Clostridia,k__Bacteria|p__Firmicutes|c__Erysipelotrichi,k__Bacteria|p__Fusobacteria|c__Fusobacteriia,k__Bacteria|p__Gemmatimonadetes|c__Gemm-1,k__Bacteria|p__Lentisphaerae|c__[Lentisphaeria],k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria,k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria,k__Bacteria|p__Spirochaetes|c__[Brachyspirae],k__Bacteria|p__Synergistetes|c__Synergistia,k__Bacteria|p__TM7|c__TM7-3,k__Bacteria|p__Tenericutes|c__Mollicutes,k__Bacteria|p__Tenericutes|c__RF3,k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae,k__Bacteria|p__WPS-2|c__,k__Bacteria|p__[Thermi]|c__Deinococci
C160W5XV.03,0,0,0.136876164,0.035548147,0,0,0,0.122179734,0,0,0,0,0,0,0.178274559,0.509744964,3.27E-05,7.63E-05,0,0,0,0,0,0.000119837,0.017147651,0,0,0,0,0,0,0,0
H160T7QM.03,0,0,0.104502545,0.017209899,0,0,0,0.225735856,0,0,0,0,0,0,0.033163695,0.457493234,0.000233091,0,0,0,0,0,0,0.002861842,0.154863188,0,0,0,0,0,0.003936651,0,0
B160TQ93.03,1.45E-05,0,0.153809303,0.025608269,0,1.45E-05,0,0.088728878,0,0,0,0,0,1.45E-05,0.005385866,0.624629812,0.001567853,0,0,0,0.000725858,2.90E-05,0.004587422,2.90E-05,0.09479705,0,0,0,0,0,5.81E-05,0,0
D160S2JL.03,1.50E-05,0,0.281617901,0,0,0,0,0.186400516,0,0,0,0,0,1.50E-05,0.021551013,0.498957693,0,0,0,0,0,0,0,0.005503982,0.005938901,0,0,0,0,0,0,0,0
B160TJ94.03,1.35E-05,0,0.16553592,0.003588598,0,0,0,0.11608098,0,0,0,0,0,0,0.017699235,0.665285395,0.000121877,0,0,0,0,0.007150112,0,0.005213623,0.019310718,0,0,0,0,0,0,0,0
H160SY68.03,0.000167983,0,0.056628777,0.03669485,0,0,0,0.254381544,0,0,0,0,0,0,0.004031581,0.617354462,0.000503948,0,0,0,0,0.025141385,0.002295761,3.73E-05,0.002706385,0,0,1.87E-05,0,0,3.73E-05,0,0
K160S7JK.03,0,0,0.033724585,0.00036903,0,0,0,0.321722775,0,0,0,0,0,0,0.001452312,0.554080758,0,0.013939812,0,0,0,0,0,0.068199133,0.00649969,0,1.19E-05,0,0,0,0,0,0
B160W0VW.03,5.23E-05,0,0.026811509,0.01921644,0,0,0,0.183366668,0,0,0,1.31E-05,0,0,0.012575657,0.45328575,0.001856282,0.004640705,0,0,0,0.009856596,0,0.001398748,0.286873995,0,0,5.23E-05,0,0,0,0,0
A160V3W0.03,0,0,0.237189542,0.004100335,0,0,0,0.107510282,0,0,0,0,0,0,0.088626511,0.508083341,0.005137769,0,0,0,0,0.013820104,0,0.023243464,0.012288654,0,0,0,0,0,0,0,0
C160VX7N.03,0,0,0.151012724,0.009778021,0,0,0,0.128754062,0,0,0,0,0,0,0.294069418,0.380963226,0.000136649,0.000227749,0,0,0,0,0,6.07E-05,0.034997419,0,0,0,0,0,0,0,0
E160T4R9.03,6.48E-05,0.000375589,0.291275967,0.066414547,0,0,0,0.320818008,0,0,0,0,0,0,0.005038077,0.307296793,6.48E-05,9.07E-05,0,0,0,0.006656996,0.001113817,1.30E-05,0.000777081,0,0,0,0,0,0,0,0
H160V646.03,0.000171659,0,0.432053656,0.006915409,0,0,0,0.059222384,0,0,0,0,0,0,0.023455988,0.393700112,0.000588545,0,0,0,0.003224739,0.03130326,0.005456307,0.001054477,0.042534669,0,0,0,0,0,0.000318795,0,0
G160S450.03,0,0,0.228479556,0,0,0,0,0.066990564,0,0,0,0,0,0,0.021946548,0.494596827,0,0,0,0,0,0,0,3.51E-05,0.187951363,0,0,0,0,0,0,0,0
D160THHV.03,1.72E-05,0,0.111034791,0.021636844,0,1.72E-05,0,0.20381564,0,0,0,0,0,0,0.001906103,0.599684033,0.001047498,0,0,0,0.000120205,3.43E-05,0.001734382,0.000240409,0.057234605,0,0,0,0,0,0.0014768,0,0
G160W0FY.03,1.02E-05,0,0.219511695,0.023082758,0,0,0,0.268485681,0,0,0,0,0,1.02E-05,0.005350444,0.429921486,0.000358746,0,0,0,0,0,0,1.02E-05,0.053258441,0,0,0,0,0,0,0,0
F160T83V.03,0,1.26E-05,0.111960443,0.026955776,0,0,0,0.406657585,0,0,0,0,0,0,0.004591438,0.439188678,1.26E-05,0.000239663,0,0,0,0.008451273,0.000895583,0.00049194,0.000542395,0,0,0,0,0,0,0,0
J160TCGS.03,1.04E-05,0,0.11365082,0.01368106,0,0,0,0.136591622,0,0,0,0,0,0,0.004807141,0.538483196,0.00172056,0,0,0,0,0.005411944,0,0.086038436,0.099604793,0,0,0,0,0,0,0,0
D160TL7H.03,0,2.55E-05,0.159519354,0.046078843,0,0,0,0.12412011,0,0,0,0,0,0,0.017846005,0.563396596,0.00049643,0.000114561,0,0,0,0.036646682,0,0.045162358,0.006300836,0,0,0,0,0,0.000292766,0,0
K160SLMX.03,0,0,0.001244728,0.003566983,0,0,0,0.000102179,0,0,0,0,0,0,0.20016906,0.34592305,0.007542683,0,0,0,0,0,0,9.29E-06,0.441442027,0,0,0,0,0,0,0,0
J160TL8R.03,0,2.66E-05,0.269863414,0.012449511,0,1.33E-05,0,0.026001807,0,0,0,0,0,0,0.060227997,0.624162946,0.000558036,0.000146152,0,0,0,0.000730761,0,0.002962904,0.002816752,0,0,2.66E-05,0,0,1.33E-05,0,0
C160VT79.03,0,0,0.019543402,0.030034385,0,0,0,0.29504573,0,0,0.001052607,0,0,0,0.003251386,0.614383289,0.000537999,0,0,0,0.000467825,0.004233819,0.001508737,0.02734439,0.00249117,0,0,2.34E-05,0,0,8.19E-05,0,0
E160TQS7.03,0.000104238,0,0.099621765,0.000565864,0,0,0,0.063823451,0,0,0,0,0,0,0.033222146,0.679870149,0.000580755,0,0,0,0,0.012553236,0,0.005435268,0.104208238,0,0,1.49E-05,0,0,0,0,0
J160VTDP.03,0,0,0.054560794,0.001599174,0,0,0,0.370781706,0,0,0,0,0,0,0.013951848,0.411252141,0,0.007895134,0,0,0,0.008877304,0,0.13037675,0.000705148,0,0,0,0,0,0,0,0
K160SLTY.03,0,0,0.046541496,0,0,0,0,0,0,0,0,0,0,0,0.081365054,0.814494526,0,0,0,0,0,0,0,0,0.05757446,0,0,1.22E-05,0,0,0,0,1.22E-05
J160TX8N.03,2.42E-05,0,0.016427204,0,0,0,0,0.090955346,0,0,0,0,0,0,0.110572691,0.625461359,0.000912622,0,0,0,0,0.003755482,0,0.00080763,0.151067284,0,0,1.62E-05,0,0,0,0,0
H160X7TT.03,2.24E-05,0,0.082030375,0.069004525,0,0,0,0.234241297,0,0,0,0,0,0,0.00417768,0.590912146,0.000772815,4.48E-05,0,0,0,0,0.002520048,0,0.016273912,0,0,0,0,0,0,0,0
F160V6YF.03,1.96E-05,0,0.174626866,0.025569521,0,0,0,0.171013354,0,0,0,0,0,0,0.001099764,0.591516104,0.000451689,1.96E-05,0,0,0.003672427,0.015062844,0.002062058,0,0.012234878,0,0,0,0,0,0.002651218,0,0
D160VZLD.03,1.05E-05,0,0.247033091,0.00384076,0,0,0,0.095432949,0,0,0,0,0,0,0.044885614,0.570033698,0.000146514,3.14E-05,0,0,0,0.023651548,0,0.009638529,0.005274504,0,0,2.09E-05,0,0,0,0,0
E160SV7Z.03,3.47E-05,0,0.105003295,0,0,0,0,0,0,0,0,0,0,0,0.024918192,0.499774522,0,0,0,0,0,0,0,0,0.370269301,0,0,0,0,0,0,0,0
H160WH8Y.03,0,0,0.018158579,0.022709242,0,0,0,0.162909339,0,0,0,0,0,0,0.024670545,0.604114329,0.000473798,0.033441315,0,0,0,0,0.003261492,0.000253427,0.130007933,0,0,0,0,0,0,0,0
C160X7VQ.03,1.34E-05,0,0.058090285,0.021592859,0,0,0,0.182339695,0,0,0,0,0,0,0.0023724,0.72242923,0.000187647,0.00727804,0,0,0,0,0,0.003739545,0.001956895,0,0,0,0,0,0,0,0
A160WXGK.03,0,0,0.109556075,0.020878707,0,0,0,0.156220591,0,0,0,0,0,0,0.004409669,0.689750208,0.0004571,0.004261784,0,0,1.34E-05,2.69E-05,0,0.008053024,0.006359065,0,0,0,0,0,1.34E-05,0,0
J160T88C.03,2.82E-05,0,0.084806949,0.027413487,0,1.41E-05,0,0.249330175,0,0,0,0,0,0,0.004230476,0.518938432,0.000690978,0,0,0,0,0,0.010759512,0,0.101221198,0,0,0,0,0,0.002566489,0,0
B160WXFN.03,0,0,0.125270765,0.059859475,0,0,0,0.229116989,0,0,0,0,0,0,0.002985238,0.569151938,0.001064856,0.002766806,0,0,0,9.10E-06,0.001419808,0,0.008355025,0,0,0,0,0,0,0,0
J160SS9R.03,0.000112229,0,0.153161793,0,0,0,0,1.02E-05,0,0,0,0,0,0,0.024251638,0.68293305,0,0,0,0,0,0,0,0,0.139531087,0,0,0,0,0,0,0,0
F160WH81.03,3.69E-05,0,0.244489939,0.055902912,0,0,0,0.130526199,0,0,0,0,0,0,0.003412088,0.558936904,0.000184437,0,0,0,0,0,0,3.69E-05,0.006473745,0,0,0,0,0,0,0,0
G160VVYB.03,3.45E-05,0,0.173908043,0.014950434,0,1.15E-05,0,0.111254226,0,0,0,0,0,0,0.010028291,0.648319801,0.000310509,0.00033351,0,0,0,0.030763392,0,0.001679049,0.008395243,0,0,1.15E-05,0,0,0,0,0
G160SKJY.03,0,0,0.16362153,0,0,0,0,0.05253666,0,0,0,0,0,0,0.010123022,0.762329047,0,0,0,0,0,0,0,1.07E-05,0.011379007,0,0,0,0,0,0,0,0
G160S7QY.03,0,0,0.02754471,0.000245139,0,0,0,2.23E-05,0,0,0,0,0,1.11E-05,0.141500919,0.43211321,0,0,0,0,0,0,0,0,0.398562594,0,0,0,0,0,0,0,0
E160VJ7Z.03,3.51E-05,0,0.118507082,0.031463092,0,0,0,0.225715522,0,0,0,0,0,0,0.010936056,0.578558312,0.000456156,0,0,0,0.003789607,0.017216978,0.003228183,0,0.009614372,0,0,0,0,0,0.000479549,0,0
F160TQN9.03,0,0,0.097398581,0.029161361,0,0,0,0.104402401,0,0,0,0,0,0,0.000363835,0.735655812,9.10E-05,0,0,0,0,0.00125523,0,0.028433691,0,0,0.00323813,0,0,0,0,0,0
G160TC8J.03,1.01E-05,2.03E-05,0.111347475,0.032172451,0,0,0,0.246905326,0,0,0,0.000101299,0,0,0.000688831,0.539435564,0.000131688,0,0,0,0,0.003515063,0.00148909,0.000293766,0.063889058,0,0,0,0,0,0,0,0
F160VH80.03,2.04E-05,0,0.019637031,0.001284666,0,0,0,0.399806281,0,0,0,0,0,0,0.018026101,0.524357667,1.02E-05,0,0,0,0.000101958,0.000479201,0.000978793,0.034798124,0.000499592,0,0,0,0,0,0,0,0
C160WX6J.03,0,0,0.019794112,0.010270303,0,0,0,0.522376738,0,0,0,0,0,0,0.081247366,0.356799711,0,0.000108362,0,0,0,0.001252182,4.82E-05,0.006465595,0.001637469,0,0,0,0,0,0,0,0
J160WJ8L.03,0,0,0.019254081,0.055879203,0,0,0,0.263566713,0,0,0,0,0,0,0.01174546,0.613918017,0,0.005496122,0,0,3.53E-05,0.000564912,0,0.015723381,0.013734421,0,0,0,0,0,0,0,8.24E-05
K160W4K8.03,0,0,0.029787565,0.010835372,0,0,0,0.178608878,0,0,0,0,0,0,0.14062682,0.630781778,3.88E-05,0,0,0,0,0.006058488,0,0.002446697,0.000699056,0,0,0,0,0,0.000116509,0,0
H160TQ4P.03,1.58E-05,0,0.042660333,0.017292162,0,1.58E-05,0,0.091813143,0,0,0,0,0,0,0.045922407,0.772209026,0.000380048,1.58E-05,0,0,0,0.007315914,0,0.008329375,0.014030087,0,0,0,0,0,0,0,0
H160W61G.03,0,0,0.119781051,0.030458939,0,0,0,0.131714774,0,0,0,0,0,0,0.005933986,0.635676244,3.29E-05,0,0,0,0,0.014859623,0.002202643,0.055246893,0.004092971,0,0,0,0,0,0,0,0
D160WDS9.03,0,0,0.099386836,0.008537721,0,0,0,0.066167339,0,0,0,0,0,0,0.010594536,0.800217324,0,0,0,0,0,0.003647935,0.001474697,0.007722757,0.002250854,0,0,0,0,0,0,0,0
F160T1V2.03,0,0,0.0145107,0.012487573,0,0,0,0.210387708,0,0,0,0,0,0,0.012295725,0.651167658,0.000418578,0,0,0,0,0.012505014,3.49E-05,0.071681462,0.014388615,0,0,0,0,0,0.000122085,0,0
H160T8LY.03,0,0,0.016848287,0.006486981,0,0,0,0.178464562,0,0,0,0,0,0,0.007190389,0.686972444,0.000156313,0,0,0,0.001150016,0.007246215,0.00111652,0.085771069,0.008452057,0,0.000145148,0,0,0,0,0,0
K160SRTH.03,1.63E-05,0.000325807,0.248248786,0.077330336,0,0,0,0.092268595,0,0,0,0,0,0,0.008845665,0.555224318,0,1.63E-05,0,0,0,0.004447268,0.001466132,0.010947121,0.000863389,0,0,0,0,0,0,0,0
J160WMYG.03,0,0,0.018128477,0.021629626,0,1.38E-05,0,0.247059312,0,0,0,0,0,0,0.00207578,0.619827849,0.000152224,0.000304448,0,0,0.00037364,0.047078686,0.005549251,0,0.037806869,0,0,0,0,0,0,0,0
D160WN1K.03,4.16E-05,1.39E-05,0.117354936,0.061826354,0,0,0,0.166960285,0,0,0,0,0,0,0.016021862,0.580019143,0.000221948,0,0,0,8.32E-05,0.017644856,0.010598011,0,0.029213888,0,0,0,0,0,0,0,0
G160RYHP.03,0,0,0.029843112,0,0,0,0,0.105607258,0,0,0,0,0,0,0.359273714,0.281030054,0,0,0,0,3.34E-05,0,0,0,0.224212504,0,0,0,0,0,0,0,0
E160ST39.03,0,0,0.032966042,0.000157732,0,0,0,0.000123932,0,0.000146466,0,1.13E-05,0,0,0.959598008,0.002918047,0,0,0,0,0,1.13E-05,1.13E-05,1.13E-05,0.004044706,0,0,0,0,0,0,0,0
K160TQT4.03,0,0,0.18458612,0.001713213,0,0,0,0.308290188,0,0,0,0,0,0,0.325447514,0.115276571,0.001927365,0,0,0,0,0.005681317,0,0,0.057077712,0,0,0,0,0,0,0,0
D160WDW0.03,0,0,0.09172011,0.001486869,0,0,0,0.044731468,0,0,0,0,0,0,0.226953531,0.574038909,3.58E-05,0.000107485,0,0,0,1.79E-05,0,3.58E-05,0.060872058,0,0,0,0,0,0,0,0
C160WGZS.03,0,0,0.087752301,0.014540648,0,0,0,0.176148593,0,0,0,0,0,0,0.232836782,0.467469961,0.000169471,6.78E-05,0,0,0,0.008270205,0,0.008880302,0.003863948,0,0,0,0,0,0,0,0
B160W5Q0.03,2.25E-05,0,0.194487914,0.004874863,0,0,0,0.036578364,0,0,0,0,0,0,0.004908639,0.7483985,0.000371525,6.76E-05,0,0,0,0,0,0.003118562,0.007171566,0,0,0,0,0,0,0,0
G160TJZK.03,5.17E-05,0,0.010464305,0.002971346,0,0.000193783,0,0.196651422,0,0,0,0,0,0,0.00537426,0.639188177,0.001395241,7.75E-05,0,0,0,0.029054595,0,0.03296902,0.081608661,0,0,0,0,0,0,0,0
A160T4HL.03,4.22E-05,0,0.194405025,0.001629877,0,0,0,0.013966363,0,0,0,0,0,0,0.009371795,0.748661674,0.00021076,0,0,0,0,4.22E-05,0,1.41E-05,0.031656152,0,0,0,0,0,0,0,0
K160SS48.03,0,0,0.024157752,0.012661459,0,0,0,0.453171468,0,0,0,0,0,0,0.094633583,0.349837987,2.22E-05,0.004327755,0,0,0,0.001331617,1.11E-05,0.049391895,0.010453194,0,0,0,0,0,0,0,0
F160T16M.03,2.05E-05,0,0.793079038,7.18E-05,0,0,0,0.012085522,0,0,0,0,0,0,0.043150854,0.049173096,0.000913083,0,0,0,0,0,0,3.08E-05,0.101465036,0,1.03E-05,0,0,0,0,0,0
D160TBGH.03,2.99E-05,0,0.019249154,0.007379008,0,0,0,0.07483569,0,0,0,0,0,0,0.019637522,0.830282812,0.000278829,0,0,0,0,0.018731328,0,0.002668791,0.026906991,0,0,0,0,0,0,0,0
F160QH0G.03,0,0,0.129853764,0.001916564,0,0,0,0.004603254,0,0,0,0,0,0,0.003229279,0.841108982,0,0,0,0,8.75E-06,0,0.000446323,0,0.018833084,0,0,0,0,0,0,0,0
K160SWK2.03,0,0,0.070172302,2.23E-05,0,0,0,0.000849219,0,0,0,0,0,0,0.049388786,0.226897893,0,1.12E-05,0,0,0,1.12E-05,0,0.000178783,0.652468322,0,0,0,0,0,0,0,0
H160SR9G.03,7.85E-05,0,0.055386354,0.000926246,0,0,0,9.42E-05,0,0,0,0,0,0,0.007033188,0.49540017,0,0,0,0,0,0,0,3.14E-05,0.441049954,0,0,0,0,0,0,0,0
K160TGYL.03,4.02E-05,0,0.484047402,0.00099201,0,0,0,0.079602123,0,0,0,0,0,0,0.022521315,0.3585581,5.36E-05,0,0,0,0,1.34E-05,0,0.021636549,0.032535257,0,0,0,0,0,0,0,0
H160STTC.03,0,0,0.084453071,1.66E-05,0,0,0,0.000447895,0,0,0,0,0,0,0.01058359,0.726784115,0,0,0,0,0,0,0,3.32E-05,0.177681563,0,0,0,0,0,0,0,0
K160SP56.03,0,0,0.343004245,0.004082739,0,0,0,0.055369885,0,0,0,0,0,1.81E-05,0.004895673,0.539246681,0.001354891,0.002782043,0,0,0,0.020973715,0,0.011724325,0.016511607,0,0,3.61E-05,0,0,0,0,0
G160T53V.03,0,0,0.289587758,0.010990214,0,0,0,0.23346542,0,0,0,0,0,0,0.002167393,0.383913129,0.000207982,0,0,0,0,0.001773321,0.000240821,0.021060928,0.056593034,0,0,0,0,0,0,0,0
E160SWGC.03,0,0,0.124612591,1.21E-05,0,0,0,9.69E-05,0,0,0,0,0,1.21E-05,0.017154964,0.747312349,0,0,0,0,0,0,0,0,0.110799031,0,0,0,0,0,0,0,0
D160S0S4.03,0,0,0.000495403,0,0,0,0,0.003400263,0,0,0,0,0,0,0.086860574,0.018044661,0,0,0,0,0,7.51E-06,0,7.51E-06,0.891184087,0,0,0,0,0,0,0,0
J160RPPL.03,0,0,0.055912634,1.92E-05,0,0,0,0.057019148,0,0,0,0,0,0,0.219224478,0.140325219,0,0,0,0,0,0,0,0,0.527499278,0,0,0,0,0,0,0,0
D160RBPT.03,0,0,0.000986377,0,0,0,0,1.86E-05,0,0,0,0,0,0,0.061564803,0.000725824,0,1.86E-05,0,0,0,0,0,0,0.936667163,0,0,0,0,0,0,0,1.86E-05
G160RXJK.03,0,0,0.011139321,0,0,0,0,2.52E-05,0,0,0,0,0,0,0.08543229,0.092847295,0,0,0,0,0,0,0,0,0.810555873,0,0,0,0,0,0,0,0
A160SXLP.03,2.45E-05,0,0.101097342,6.12E-05,0,0,0,0.000489339,0,0,0,0,0,1.22E-05,0.090539863,0.635809794,0,0,0,0,0,7.34E-05,1.22E-05,0,0.171880161,0,0,0,0,0,0,0,0
H160TY2M.03,2.55E-05,0,0.012525216,0.00040857,0,0,0,0.048211231,0,0,0,0,0,0,0.047674983,0.803720538,0.000306427,0.007252113,0,0,0,6.38E-05,0,0.005796583,0.073925589,0,0,2.55E-05,0,0,6.38E-05,0,0
E160SYWX.03,0,0,0.102042093,5.21E-05,0,0,0,0.000406542,0,0,0,0,0,0,0.095214269,0.739979777,0,0,0,0,0,0,0,0,0.062305199,0,0,0,0,0,0,0,0
F160VBPJ.03,2.11E-05,0,0.054101775,0.015753693,0,2.11E-05,0,0.047419672,0,0,0,0,0,0,0.003235322,0.865586111,0.000253751,0,0,0,0,0.010668105,0.001120732,0.000380626,0.001215889,0,0,0.000126875,0,0,9.52E-05,0,0
D160X7ZS.03,1.12E-05,0,0.050629089,0.03638092,0,0,0,0.12362579,0,0,0,0,0,0,0.048269306,0.688933624,0.000391433,0.010266734,0,0,0,8.95E-05,0,0.020287424,0.021081474,0,0,0,0,0,3.36E-05,0,0
F160SPVZ.03,0,0,0.26505891,1.23E-05,0,0,0,0.00041728,0,0,0,0,0,0,0.366605302,0.059536082,0,0,0,0,0,1.23E-05,0,1.23E-05,0.308345606,0,0,0,0,0,0,0,0
H160SX8G.03,0,0,0.642732469,0.002672688,0,0,0,0.007887158,0,0,0,0,0,0,0.021697866,0.244316446,0.000141816,0,0,0,0,3.27E-05,1.09E-05,0,0.08050792,0,0,0,0,0,0,0,0
J160SS64.03,0,0,0.090488675,7.88E-05,0,0,0,0.000213788,0,0,0,0,0,3.38E-05,0.013884982,0.764191599,0,0,0,0,0,0,0,0,0.131097184,0,0,0,0,0,1.13E-05,0,0
H160STR9.03,0,0,0.041083472,0,0,0,0,0,0,0,0,0,0,2.42E-05,0.014854836,0.830831339,0,0,0,0,0,0,0,0,0.113206179,0,0,0,0,0,0,0,0
F160SR8K.03,0,0,0.08925011,0,0,0,0,0,0,0,0,0,0,0,0.062687979,0.538271772,0,0,0,0,0,0,0,0,0.309773242,0,0,0,0,0,0,0,1.69E-05
G160SXKS.03,0,0,0.142497928,0,0,0,0,1.43E-05,0,0,0,0,0,1.43E-05,0.02623082,0.655127582,0,0,0,0,0,0,0,0,0.176115096,0,0,0,0,0,0,0,0
D160T62Q.03,0,0,0.28987432,0.001733514,0,0,0,0.086312228,0,0,0,0,0,0,0.16851435,0.437614461,0,0,0,0,0,0,0,0,0.015867246,0,0,8.39E-05,0,0,0,0,0
J160RC1C.03,0,0,0.091261681,0,0,0,0,0,0,0,0,0,0,0,0.448343181,0.441028711,0,0,0,0,0,0,0,0,0.019366426,0,0,0,0,0,0,0,0
K160W1WM.03,2.41E-05,0,0.246525097,0.004753861,0,0,0,0.184869691,0,0,0,0,0,0,0.005333012,0.468291506,0.000723938,0,0,0,0,0.015033784,0.000989382,0,0.04601834,0,0.027437259,0,0,0,0,0,0
H160SSLP.03,0,0,0.275875899,0.006992791,0,0,0,0.058029884,0,0,0,0,0,0,0.000627295,0.644930741,0.000493609,0,0,0,0,0,0,0.00207727,0.010972512,0,0,0,0,0,0,0,0
G160WX57.03,4.97E-05,0.000434907,0.408812456,0.073312872,0,0,0,0.038607304,0,0,0,0,0,0,0.006113548,0.456552804,3.73E-05,0,0,0,0,0.01330815,0,0.000484611,0.002236664,0,0,2.49E-05,0,0,0,0,2.49E-05
K160SYYQ.03,0,0,0.111780097,5.63E-05,0,0,0,0.00011254,0,0,0,0,0,0,0.041850716,0.631995048,0,0,0,0,0,0,0,0,0.214205329,0,0,0,0,0,0,0,0
E160VFYX.03,2.69E-05,1.35E-05,0.175282442,0.025436624,0,0,0,0.351036182,0,0,0,0,0,0,0.004080094,0.398071718,0.000175054,0.000269313,0,0,0,0,0,0.024655616,0.02095256,0,0,0,0,0,0,0,0
B160SKWS.03,0,0,0.000807718,0.000246803,0,0,0,0.001155486,0,0,0,0,0,0,0.992910029,0.004655598,0,2.24E-05,0,0,0,3.37E-05,1.12E-05,0,0.000157056,0,0,0,0,0,0,0,0
G160T0LS.03,0.00013423,0,0.356944389,5.37E-05,0,0,0,1.34E-05,0,0,0,0,0,0,0.058685351,0.358944415,0,0,0,0,0,1.34E-05,0,1.34E-05,0.225197654,0,0,0,0,0,0,0,0
B160T22J.03,4.11E-05,0,0.345098039,0,0,0,0,0.015799199,0,0,0,0,0,0,0.25402936,0.130859255,0.010840776,0,0,0,0,0.010686788,0,0,0.232645519,0,0,0,0,0,0,0,0
K160T0PN.03,8.58E-05,0,0.311209515,3.43E-05,0,0,0,0.000429089,0,0,0,0,0,0,0.149425879,0.440176441,0,0,0,0,0,0,0,6.87E-05,0.098570276,0,0,0,0,0,0,0,0
E160S5Q5.03,0,0,0.037312097,0,0,0,0,0.039280601,0,0,0,0,0,0,0.515837509,0.150053686,0,0,0,0,0,0,0,0,0.257516106,0,0,0,0,0,0,0,0
J160SKQ7.03,0,0,0.004728042,0,0,0,0,6.67E-05,0,0,0,0,0,0,0.994185271,0.000238309,0,0,0,0,0,0,0,0,0.000591005,0,0,0.000190647,0,0,0,0,0
C160S87T.03,0,0,0.021249607,2.33E-05,0,0,0,0.000477127,0,0,0,0,0,0,0.977993972,0.000151284,0,0,0,0,0,0,0,0,0.000104735,0,0,0,0,0,0,0,0
A160SZ0L.03,0,0,0.026179724,3.27E-05,0,0,0,0.000163623,0,0,0,0,0,0,0.64564653,0.001178088,0,0,0,0,0,0,0,0,0.326799311,0,0,0,0,0,0,0,0
D160RWCP.03,0,0,0.001115611,0,0,0,0,0.000106976,0,0,0,0,0,0,0.084893406,0.000168106,0,0,0,0,0,4.58E-05,0,0,0.913670054,0,0,0,0,0,0,0,0
C160S3QG.03,0,0,0.082459246,0.010121593,0,6.68E-05,0,0.112039017,0,0,0,0,0,0,0.000668092,0.761758418,0.000300641,0,0,0,0,0.005127606,0.003256948,0,0.02339992,0,0,0,0,0,0.00080171,0,0
A160R6PN.03,0,0,0.12145078,0.008649126,0,0,0,0.218911283,0,0,0,0,0,0,0.002036017,0.614103758,0,0,0,0,0,0.003267097,0,0.031455673,0.000126265,0,0,0,0,0,0,0,0
A160SBCP.03,0,0,0.086984972,0.062863848,0,9.03E-05,0,0.217879868,0,0,0,0,0,0,0.000609233,0.605149149,0.000112821,0,0,0,0,0.002933345,0.001173338,0.010199016,0.00952209,0,0,0,0,0,0.002482061,0,0
A160RSFM.03,0,0,0.270823519,0.033231981,0,2.14E-05,0,0.080296347,0,0,0,0,0,0,0.037621515,0.531283457,0.001584515,0,0,0,0.004111173,0.004068348,0,0.000278361,0.036529485,0,0,0,0,0,0.000149887,0,0
G160RPX1.03,0,0,0.011635506,0.003231076,0,0,0,0,0,0,0,0,0,1.82E-05,0.129606099,0.499364676,0,0,0,0,0,1.82E-05,0,7.26E-05,0.35605373,0,0,0,0,0,0,0,0
C160RSVH.03,0,0,0.128590314,0.000736089,0,0,0,0,0,0,0,0,0,0,0.168218964,0.480801586,0,1.50E-05,0,0,0,0.000105156,0,0.000330489,0.22120238,0,0,0,0,0,0,0,0
B160S0Q8.03,6.98E-05,0,0.048558766,0.003611809,0,0,0,0.000174484,0,0,0,0,0,0,0.038159548,0.619713149,0,0.033169319,0,0,0,0.000191932,0,0.001012004,0.255339196,0,0,0,0,0,0,0,0
G160SB0G.03,0,0,0.000723038,0,0,0,0,0,0,0,0,0,0,0,0.030215389,0.837050004,0,0,0,0,0,0,0,0,0.132011569,0,0,0,0,0,0,0,0
H160TYZ2.03,2.22E-05,0,0.091133553,0.011277694,0,0,0,0.196703443,0,0,0,0,0,0,0.022266216,0.592045556,0.000667319,0,0,0,0,0.00638402,0.005138358,0,0.074361598,0,0,0,0,0,0,0,0
G160SBM1.03,0,0,0.016042022,0,0,0,0,0,0,0,0,0,0,0,0.045388172,0.833089965,0,0,0,0,0,0,0,0,0.105479841,0,0,0,0,0,0,0,0
