SampleID,k__Bacteria|Other|Other,k__Bacteria|p__Actinobacteria|Other,k__Bacteria|p__Actinobacteria|c__Actinobacteria,k__Bacteria|p__Actinobacteria|c__Coriobacteriia,k__Bacteria|p__Actinobacteria|c__Thermoleophilia,k__Bacteria|p__Bacteroidetes|Other,k__Bacteria|p__Bacteroidetes|c__,k__Bacteria|p__Bacteroidetes|c__Bacteroidia,k__Bacteria|p__Bacteroidetes|c__Cytophagia,k__Bacteria|p__Bacteroidetes|c__Flavobacteriia,k__Bacteria|p__Cyanobacteria|c__4C0d-2,k__Bacteria|p__Cyanobacteria|c__Chloroplast,k__Bacteria|p__Cyanobacteria|c__Nostocophycideae,k__Bacteria|p__Firmicutes|Other,k__Bacteria|p__Firmicutes|c__Bacilli,k__Bacteria|p__Firmicutes|c__Clostridia,k__Bacteria|p__Firmicutes|c__Erysipelotrichi,k__Bacteria|p__Fusobacteria|c__Fusobacteriia,k__Bacteria|p__Gemmatimonadetes|c__Gemm-1,k__Bacteria|p__Lentisphaerae|c__[Lentisphaeria],k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria,k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria,k__Bacteria|p__Spirochaetes|c__[Brachyspirae],k__Bacteria|p__Synergistetes|c__Synergistia,k__Bacteria|p__TM7|c__TM7-3,k__Bacteria|p__Tenericutes|c__Mollicutes,k__Bacteria|p__Tenericutes|c__RF3,k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae,k__Bacteria|p__WPS-2|c__,k__Bacteria|p__[Thermi]|c__Deinococci
A160RVT0.03,0,0,0.001085889,0,0,0,0,0.000104126,0,0,0,0,0,0,0.997129087,0.001190016,0,0,0,0,0,0,0,0,0.000490882,0,0,0,0,0,0,0,0
G160QXJD.03,0,0,0.001216237,0,0,0,0,0.823594993,0,0,0,0,0,0,0.160340546,0.013936046,0,0,0,0,0,0,0,0,0.000912178,0,0,0,0,0,0,0,0
B160QVXH.03,0,0,0.000180874,5.43E-05,0,0,0,0.986126938,0,0,0,0,0,0,0.000542623,0.00126612,3.62E-05,0,0,0,0,3.62E-05,0,0,0.000976721,0,0,0,0,0,0,0,0.010780111
D160SKPB.03,0,0,5.67E-05,0,0,0,0,0.000538282,0,0,0,0,0,0,0.998498477,0.000736596,0,0,0,0,0,0,0,8.50E-05,8.50E-05,0,0,0,0,0,0,0,0
E160RCLY.03,0,0,0.004164115,0,0,0,0,0,0,0,0,0,0,0,0.984690753,0.001592162,0,0,0,0,0.001959584,0,0,0,0.007593386,0,0,0,0,0,0,0,0
F160QMKM.03,0,0,1.29E-05,0,0,0,0,1.29E-05,0,0.000516349,0,0,0,0,0.999444925,1.29E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F160RMKX.03,2.32E-05,0,0.002295067,0,0,0,0,0,0,0,0,0,0,2.32E-05,0.580350519,0.215689911,0,0,0,0,0,2.32E-05,0,0,0.201594955,0,0,0,0,0,0,0,0
C160P1NJ.03,0,0,0.105923254,0,0,0,0,0,0,0,0,0,0,0,0.009130195,0.836143874,0,0,0,0,0,3.25E-05,0,0.000974754,0.04776294,0,0,0,0,0,0,0,3.25E-05
J160P7JC.03,0.000186298,0,0.067416515,0.00067533,0,0,0,0,0,0,0,0,0,0,0.028247403,0.79341903,0.010176517,0,0,0,0,0.000209585,0,0,0.099669321,0,0,0,0,0,0,0,0
B160P4QT.03,0.000186289,0,0.001159132,4.14E-05,0,0,0,0,0,0,0,0,0,2.07E-05,0.10051333,0.426167412,0,0,0,0,0,4.14E-05,0,0,0.471808246,0,0,0,0,0,0,0,6.21E-05
H160P2WX.03,5.49E-05,0,0.002689869,0,0,0,0,0,0,0,0,0,0,2.74E-05,0.077567041,0.64403151,0,0,0,0,8.23E-05,0.000192134,0,0,0.275354761,0,0,0,0,0,0,0,0
A160P1L3.03,6.51E-05,0,0.036151376,2.17E-05,0,0,0,2.17E-05,0,0,0,0,0,0.000520788,0.132822672,0.706883083,0,0,0,0,0,0,0,2.17E-05,0.123491884,0,0,0,0,0,0,0,0
D160PFNM.03,4.75E-05,0,0.093100582,0.247880299,0,0,0,0.000973756,0,0,0,0,0,0,0.118750742,0.463484147,0,0,0,0,0,0,0,0,0.075762974,0,0,0,0,0,0,0,0
D160PP43.03,0,0,0.062455893,0,0,0,0,0.001340861,0,0,0,0.000188191,0,0,0.206963068,0.595059986,0,0,0,0,0,0.001482004,0.000870383,0,0.131592566,0,0,0,0,0,0,0,4.70E-05
J160PSM7.03,0,0,0.040103693,0.001957115,0,0,0,0.111246545,0,0,0,0,0,0,0.002386307,0.809558962,0.002712493,0.000274683,0,0,0,6.87E-05,0,0,0.031674364,0,0,0,0,0,0,0,1.72E-05
G160RLK2.03,0,0,0.096852425,0.034468524,0,0,0,0.083333333,0,0,0,0,0,0,0.00371517,0.732920537,0.024793602,0,0,0,0,0,0,0.005650155,0.018266254,0,0,0,0,0,0,0,0
G160P1GG.03,2.37E-05,0,0.018994254,0.005532077,0,0,0,0,0,0,0,0,0,4.75E-05,0.11391804,0.624578565,0,0,0,0,0,4.75E-05,0,0,0.23685835,0,0,0,0,0,0,0,0
C160RJF0.03,5.19E-05,0,0.076294702,0.010606571,0,0,0,0.002308031,0,0,0,0,0,0,0.007079692,0.868131013,0.012162548,0,0,0,0,0,0,0,0.023365577,0,0,0,0,0,0,0,0
B160PQ1Z.03,0.000381732,0,0.032967796,0.173688229,0,0,0,0,0,0,0,0,0,0,0.257946974,0.238999167,0,0,0,0,0,0,0,0.000104109,0.295911993,0,0,0,0,0,0,0,0
F160RJD1.03,0.000378583,0,0.087101136,0.001757707,0,0,0,2.70E-05,0,0,0,0,0,0,0.003650622,0.88831801,0.003866955,0,0,0,0,0,0,0,0.014899946,0,0,0,0,0,0,0,0
C160PL6B.03,0,0,0.031350008,0.000528196,0,0,0,0.060711512,0,0,0,0,0,0,0.002827404,0.840484698,0.009538605,0,0,0,0,0,0,0,0.054528507,0,0,0,0,0,0,0,3.11E-05
A160PQ12.03,5.90E-05,0,0.063380697,0.091474559,0,0,0,0.000412712,0,0,0,0,0,5.90E-05,0.190377926,0.48198809,0.00241731,0,0,0,0,0,0,8.84E-05,0.16974235,0,0,0,0,0,0,0,0
B160RJQC.03,2.47E-05,0,0.00540714,4.94E-05,0,0.000123451,0,0.194533603,0,0,0,0,0,0,0.167794183,0.045355785,0,0.011875957,0,0,0,0.000123451,0,2.47E-05,0.57468767,0,0,0,0,0,0,0,0
B160PRBH.03,5.30E-05,0,0.067259824,0.07650143,0,0.000238322,0,0.11211736,0,0,0,0,0,0.000105921,0.029260672,0.666534265,0.001006249,0,0,0,0,0.011465946,0.001774176,0.000105921,0.033576952,0,0,0,0,0,0,0,0
B160PTG2.03,0.000158403,0,0.068588627,0.050134643,0,0,0,0.149136702,0,0,0,0,0,0,0.00095042,0.699588151,0.000158403,0,0,0,0,0.001267226,0,0.028987803,0.001029621,0,0,0,0,0,0,0,0
B160P86X.03,9.01E-05,0,0.21769106,0,0,0,0,0,0,0,0,0,0,0,0.123287671,0.403253425,0,0,0,0,0,0,0,0,0.255677722,0,0,0,0,0,0,0,0
C160RK5F.03,0.000275429,0,0.388575206,0.038339714,0,0,0,0.018123227,0,0,0,0,0,0,0.069353017,0.353292753,0.010053158,0,0,0,0,0.006031895,0,0,0.115955601,0,0,0,0,0,0,0,0
A160PFPF.03,0.000155841,0,0.009630969,0.064642813,0,0,0,0.003490837,0,0,0,0,0,0,0.469642189,0.26150106,0,0,0,0,0,3.12E-05,0,9.35E-05,0.190811619,0,0,0,0,0,0,0,0
D160PX8S.03,0,0,0.020523127,0.324533358,0,0,0,0.058402606,0,0,0,3.04E-05,0,0,0.180140678,0.403154593,0,0,0,0,0,0,0.000121799,0,0.013093389,0,0,0,0,0,0,0,0
A160PK2M.03,0,0,0.109531519,0.114616007,0,0.000328848,0,0.080618233,0,0,0,0,0,0,0.085702722,0.526282505,0.004376202,0,0,0,0,0.014140443,0.003086107,0.000303552,0.06096327,0,0,0,0,0,0,0,5.06E-05
H160PY69.03,0,0,0.237448955,0.000240211,0,4.80E-05,0,0.152029786,0,0,0,0,0,0,0.08164785,0.48923853,0.000288254,0,0,0,0,0.00127312,0,0.003651213,0.0337497,0,0,0,0,0,0,0,0.000384338
E160RK7C.03,0,0,0.06581596,0.05589504,0,0.000107836,0,0.138173976,0,0,0,0,0,0,0.049281093,0.513838965,0.000107836,0,0,0,0,0.003414809,0.002048886,0.007872035,0.155930985,0,0,0.000179727,0,0,0.007332854,0,0
J160RKNM.03,4.44E-05,0,0.436597182,0.011511623,0,0,0,0.118938619,0,0,0,0,0,0,0.002622339,0.395706476,0.000177786,0,0,0,0,0.002577892,0,0.020712032,0.011111605,0,0,0,0,0,0,0,0
K160RJ9X.03,0,0,0.119588806,0.012450029,0,0,0,0.085018085,0,0,0,0,0,3.81E-05,0.038796878,0.675880449,0.004949553,0.000533029,0,0,0,0,0,3.81E-05,0.062707025,0,0,0,0,0,0,0,0
E160RJ31.03,9.47E-05,0,0.000416548,0,0,0,0,0,0,0,0,0,0,0,0.082665909,0.334791252,0,0,0,0,0,1.89E-05,0,0,0.582012686,0,0,0,0,0,0,0,0
K160P065.03,0.000108369,0,0,0,0,0,0,0,0,0,0,0,0,0,0.382311051,0.13360374,0,0,0,0,0.000201257,0.000216738,0,0,0.483527882,0,0,0,0,0,0,0,3.10E-05
D160PB6Z.03,4.00E-05,0,0.34997198,0,0,0,0,0,0,0,0,0,0,0,0.104635337,0.394724201,0,0,0,0,0,0,0,0,0.150628452,0,0,0,0,0,0,0,0
A160P8T1.03,7.49E-05,0,0.007935518,0,0,0,0,0.617697702,0,0,0,0,0,0,0.099193971,0.273974996,0,0,0,0,0,7.49E-05,0,0,0.001048087,0,0,0,0,0,0,0,0
A160PFR1.03,0,0,0.230415094,7.55E-05,0,0,0,0,0,0,0,0,0,0,0.057987421,0.453006289,0,0,0,0,0,0,0,0,0.258515723,0,0,0,0,0,0,0,0
K160PQ05.03,0.000326205,0,0.264951069,0.182964842,0,7.25E-05,0,0.158644436,0,0,0,0,0,0,0.007321493,0.320369699,0.00028996,0,0,0,0,0.037839797,0.002827111,0,0.024392896,0,0,0,0,0,0,0,0
F160PLLZ.03,0,0,0.400231887,0.008511962,0,0,0,0,0,0,0,0,0,0,0.027741644,0.550986935,0,0,0,0,0,0,0,0,0.012527572,0,0,0,0,0,0,0,0
E160P05C.03,0.000416653,0,0.101182654,0,0,0,0,3.21E-05,0,0,0,0,0,0.000288452,0.184833819,0.54591199,0,0,0,0,0,0,0,0,0.16727028,0,0,0,0,0,0,0,6.41E-05
C160PJ06.03,0.000154795,0,0.018531213,0.000132682,0,0,0,0.260011941,0,0,0,0,0,0.000862431,0.420800071,0.298180049,0.000154795,0,0,0,0,0.00024325,0,8.85E-05,0.000818204,0,0,0,0,0,0,0,2.21E-05
H160PF3K.03,0.000174764,0,0.001856868,0,0,0,0,0,0,0,0,0,0,0,0.04532943,0.333952289,0,0,0,0,0,0,0,0,0.618686648,0,0,0,0,0,0,0,0
B160P6J9.03,0.00103114,0,0.007076201,0,0,0,0,0,0,0,0,0,0,0,0.110950711,0.007862446,0,0,0,0,0,0,0,0,0.873079501,0,0,0,0,0,0,0,0
C160RH9K.03,2.69E-05,0,0.003421152,0.004283174,0,0.000242444,0,0.10918054,0,0,0,0,0,0,0.009212866,0.751818329,0.00315177,2.69E-05,0,0,0,0,0,2.69E-05,0.03510048,0,0,0,0,0,0.083508432,0,0
D160P5C1.03,3.26E-05,0,0.000455811,0,0,0,0,0.022155659,0,0,0,0,0,0,0.133747904,0,0,0,0,0,0,0,0,0,0.843608068,0,0,0,0,0,0,0,0
A160PXM7.03,0.005840505,0,0.010655814,0,0,0,0,0,0,0,0,0,0,0,0.019354438,0.656435428,0,3.11E-05,0,0,0,0,0,0,0.307682749,0,0,0,0,0,0,0,0
A160PC2Z.03,3.42E-05,0,0.054572171,0.00427146,0,0,0,0.326202843,0,0,0,0,0,0,0.010729907,0.469758065,0.000170858,0,0,0,0,0.000136687,0,0,0.134123838,0,0,0,0,0,0,0,0
J160P4YN.03,2.30E-05,0,0.072491477,0,0,0,0,0.000575878,0,9.21E-05,0,0,0,0,0.33725698,0.000944439,0,6.91E-05,0,0,0,6.91E-05,0,4.61E-05,0.588132314,0,0,0,0,0,0,0,0.000299456
C160RFPK.03,0,0,0.002803925,0,0,0,0,0,0,0,0,0,0,0,0.378249549,0.216903665,0,0,0,0,0,0,0,0,0.40204286,0,0,0,0,0,0,0,0
E160PMH8.03,9.62E-05,0,0.096720176,0.005524117,0,0,0,0.449917234,0,0,0,0,0,0,0.029699349,0.377430034,0,0,0,0,0,0.012260846,0,0.026177003,0.002175001,0,0,0,0,0,0,0,0
D160P8C7.03,8.09E-05,0,0.056482705,0.000485293,0,0,0,0.388665714,0,0,0,0,0,0,0.071985118,0.468658165,0.000647057,0,0,0,0,0.003882343,0,0.000242646,0.008870076,0,0,0,0,0,0,0,0
C160NSYM.03,0.000374012,0,0.00721308,0,0,0,0,0,0,0,0,0,0,0.000213721,0.033901475,0.615783287,0,0,0,0,0,0,0,0,0.342514426,0,0,0,0,0,0,0,0
G160PSPN.03,0,0,0.166127,0.001419616,0,0,0,0.285454516,0,0,0,0,0,0,0.008772909,0.530856714,0.000733734,0,0,0,0,0,0,0.002615922,0.002041695,0,0,0,0,0,0.001977892,0,0
E160PLNT.03,1.78E-05,0,0.58294849,0,0,1.78E-05,0,0.194831261,0,0,0,0,0,0,0.052220249,0.048543517,0,0,0,0,0,8.88E-05,0,0,0.121314387,0,0,0,0,0,0,0,1.78E-05
G160PQS2.03,4.98E-05,0,0.071914141,0.009163575,0,9.96E-05,0,0.154660226,0,0,0,0,0,0,0.001917378,0.758460121,2.49E-05,0.00049802,0,0,0,0,0,0.000896437,0.002315795,0,0,0,0,0,0,0,0
B160NXSZ.03,0.00040467,0,0.248669648,0,0,0,0,0,0,0,0,0,0,0,0.068186877,0.370090848,0,0,0,0,0,0,0,0,0.312647957,0,0,0,0,0,0,0,0
C160NVW8.03,0.000178301,0,0.012641526,0,0,0,0,0,0,0,0,0,0,0,0.043915485,0.274351431,0,0,0,0,0,1.78E-05,0,0,0.668877597,0,0,0,0,0,0,0,1.78E-05
H160PMRG.03,0,0,0.545116804,0.023910027,0,0,0,0,0,0,0,0,0,0,0.02084538,0.284939864,0,0,0,0,0,4.34E-05,0,0,0.125144559,0,0,0,0,0,0,0,0
F160PSBP.03,0,0,0.161227804,0.022314179,0,5.24E-05,0,0.083494841,0,0,0,0,0,0,0.027028443,0.647582631,0,5.24E-05,0,0,0,0,0,0,0.058247342,0,0,0,0,0,0,0,0
B160PHZD.03,0,0,0.463729687,0.004034244,0,0,0,0,0,0,0,0,0,0,0.038656767,0.473086102,0,0,0,0,0,0,0,0,0.020493201,0,0,0,0,0,0,0,0
K160PLPM.03,0,0,0.152523572,0.000523818,0,0,0,0.167252111,0,0,0,0,0,0,0.003974857,0.662599371,0.000739508,0,0,0,0,0,0,0.002403402,0.00228015,0,0,0,0,0,0.007703211,0,0
B160P04K.03,0.000495499,0,0.191675613,0,0,0,0,8.26E-05,0,0,0,0,0,8.26E-05,0.161367578,0.239408704,0,0,0,0,0,0,0,0,0.406887439,0,0,0,0,0,0,0,0
B160PPNJ.03,0.004080988,0,0.000421263,0,0,0,0,0,0,0,0,0,0,0,0.033832706,0.522761381,0,0,0,0,0,0,0,0,0.438903662,0,0,0,0,0,0,0,0
H160PMG8.03,0,0,0.238089204,3.17E-05,0,0,0,0.224689559,0,0,0,0,0,0,0.08068297,0.312214901,0.001330461,0,0,0,0,0.001330461,0,0.004529904,0.137100862,0,0,0,0,0,0,0,0
E160P3K3.03,3.65E-05,0,0.000765683,0,0,0,0,0.002096512,0,0,0,0,0,0,0.362496126,3.65E-05,0,0,0,0,0,0,0,0,0.634568756,0,0,0,0,0,0,0,0
F160QYJK.03,0,0,0.000192691,0,0,4.28E-05,0,0.175348449,0,0,0,0,0,0,0.098614769,0.00974158,0,0,0,0,0,0,0,0,0.716059691,0,0,0,0,0,0,0,0
G160PT6Q.03,0,0,0.235111279,0.002968778,0,0,0,0.158620415,0,0,0,0,0,0,0.004164259,0.543445775,0,0,0,0,0,0,0,0,0.055669569,0,0,0,0,0,0,0,1.99E-05
B160NXVF.03,0.000348816,0,0.405525978,0,0,0,0,0,0,0,0,0,0,0,0.577804296,0.001193317,0,0,0,0,0,0,0,0,0.015127593,0,0,0,0,0,0,0,0
J160RMF3.03,2.19E-05,0,0.044072848,0,0,0,0,0,0,0,0,0,0,0,0.024173223,0.455346381,0,0,0,0,4.38E-05,4.38E-05,0,0,0.476297968,0,0,0,0,0,0,0,0
F160RJVJ.03,0,0,0.00511579,0,0,0,0,0,0,0,0,0,0,0,0.314347052,0.034851322,0,0,0,0,0,0,0,0,0.645685836,0,0,0,0,0,0,0,0
A160PPD4.03,8.27E-05,0,0.100769422,0.010962191,0,0,0,0.246173575,0,0,0,0,0,0,0.002895673,0.636220733,0.000165467,0,0,0,0,0.001489203,0,8.27E-05,0.001158269,0,0,0,0,0,0,0,0
C160NSSY.03,2.66E-05,0,0.001938293,0,0,0,0,0,0,0,0,0,0,0,0.196989007,0,0,0,0,0,0,0,0,0,0.801019595,0,0,0,0,0,0,0,2.66E-05
K160NR81.03,0.000108213,0,0.02977672,0,0,0,0,0,0,0,0,0,0,1.80E-05,0.088211954,0.647729322,0,0,0,0,0,1.80E-05,0,0,0.23413772,0,0,0,0,0,0,0,0
H160PFQ7.03,0.000533404,0,0.034537938,0,0,0,0,0.279570609,0,0,0,0,0,0,0.112114949,0.564008534,0,0,0,0,0,0.000133351,0,0,0.009101213,0,0,0,0,0,0,0,0
D160NVXQ.03,0.000159179,0,0.072983406,0,0,0,0,0,0,0,0,0,0,0,0.915336862,0.004894743,0,0,0,0,3.98E-05,0.000139281,0,0,0.006367146,0,0,7.96E-05,0,0,0,0,0
H160NXKF.03,0.000154218,0,0.003238575,0,0,0,0,0,0,0,0,0.001422231,0,0,0.780650799,0,0,0,0,0,3.43E-05,1.71E-05,0,0,0.21448277,0,0,0,0,0,0,0,0
B160NXC3.03,0.000217197,0,0.001194581,0,0,0,0,0,0,0,0,0,0,0,0.834088996,0.157114544,0,0,0,0,5.43E-05,0.000352944,0,0,0.006543046,0,0,0,0,0,0,0,0.000434393
C160NYNS.03,0,0,1.94E-05,0,0,0,0,0,0,0,0,0,0,0,0.71658344,7.74E-05,0,0,0,0,0,0,0,0,0.28330043,0,0,0,0,0,0,0,1.94E-05
A160P5PX.03,0,0,0.001421813,0,0,0,0,2.59E-05,0,0,0,0,0,0,0.670604658,0.000129256,0,0,0,0,0.000103405,2.59E-05,0,0,0.327689166,0,0,0,0,0,0,0,0
G160NSZY.03,0,0,0.000101947,0,0,0,0,0,0,0,0,0,0,0,0.998368845,0,0,0,0,0,0,0.000254868,0,0,0.00127434,0,0,0,0,0,0,0,0
B160RFT5.03,0.008175741,0,0.002211675,0,0,0,0,2.49E-05,0,0,0,0,0,0,0.967595239,0.021793693,0,0,0,0,0,0,0,0,0.000198802,0,0,0,0,0,0,0,0
C160NQB7.03,0.001954053,0,0.079376815,0,0,0,0,1.76E-05,0,0,0,0,0,0,0.21297421,0.644626353,0,0,0,0,0,0,0,0,0.061050964,0,0,0,0,0,0,0,0
E160P6T8.03,0.197468418,0,0.002591384,0,0,0,0,2.49E-05,0,0,0,0,0,0,0.799616276,7.48E-05,0,0,0,0,0,4.98E-05,0,0,0.00017442,0,0,0,0,0,0,0,0
D160T6TB.03,0.001037447,0,0.01570991,0.002717123,0,0.000296413,0,0.213368244,0,0,0,0,0,0,0.029394329,0.658383559,0.001185654,0.04535125,0,0,0,0.005878866,0.004297994,0,0.022379212,0,0,0,0,0,0,0,0
K160RNGX.03,0,0,0.000108292,2.71E-05,0,0,0,0.000189512,0,0,0,0,0,0,0.106045429,0.434875599,0,0,0,0,0,2.71E-05,0,0,0.458727022,0,0,0,0,0,0,0,0
F160S29S.03,0,0,0.099136347,0.002159133,0,0,0,0.158948916,0,0,0,0,0,0,0.039369717,0.59353179,0.000689085,0,0,0,0,0.032478868,0,0,0.073686145,0,0,0,0,0,0,0,0
H160RNPX.03,0,0,0.008401059,0,0,0,0,6.09E-05,0,0,0,0,0,3.04E-05,0.295954707,0.64739902,0,9.13E-05,0,0,0,0,0,0,0.048062582,0,0,0,0,0,0,0,0
F160RFVN.03,0.000222494,0,0.028961323,0.000667482,0,0,0,0.130678236,0,0,0,0,0,0,0.013757556,0.264397226,0,0,0,0,0,3.71E-05,0,0,0.5612786,0,0,0,0,0,0,0,0
E160RQJC.03,0,0,0.020952809,0.00112448,0,0,0,0.095018554,0,0,0,0,0,3.75E-05,0.031335507,0.569699014,0.002773717,0,0,0,0,0,0,0.000224896,0.278833539,0,0,0,0,0,0,0,0
F160RXZM.03,0.000204583,0,0.001432079,0,0,0,0,8.18E-05,0,0,0,0,0,0.000818331,0.105851064,0.686129296,0,0,0,0,0,0,0,4.09E-05,0.205441899,0,0,0,0,0,0,0,0
C160S9XQ.03,0,0,0.009474682,7.02E-05,0,0,0,7.02E-05,0,0,0,0,0,0,0.008457031,0.820928519,7.02E-05,0,0,0,3.51E-05,0,0,0,0.160894129,0,0,0,0,0,0,0,0
K160Q5WK.03,0,0,0.099416239,0.001017159,0,0,0,0.375862374,0,0,0,0,0,0,0.163585707,0.358880241,0.000176897,0,0,0,0,4.42E-05,0,0,0.000398019,0,0,0,0,0,0.00061914,0,0
H160Q4V2.03,5.09E-05,0,0.0519355,0.006511013,0,0,0,0.127575156,0,0,0,0,0,0,0.001322549,0.752988453,0.005341065,0,0,0,0,0.007528359,0.005493667,0.00467979,0.03657358,0,0,0,0,0,0,0,0
K160SPXS.03,0,0,0.20822608,0.010898735,0,0,0,0.060572868,0,0,0,0,0,0,0.001040583,0.690673093,0.002245468,0,0,0,0,0,5.48E-05,0,0.023933403,0,0,0,0,0,0.002355003,0,0
C160SH5P.03,0,0,0.061158004,0,0,0,0,0.017917962,0,0,0,0,0,0,0.001554865,0.736265364,0.005182882,0.060047386,0,0,0,0,0,0,0.117836517,0,0,3.70E-05,0,0,0,0,0
D160S16L.03,0.000968617,0,0.163657497,0.000619915,0,0,0,0.270864006,0,0,0,0,0,0,0.003603255,0.482332429,0.014684231,0,0,0,0,0,0.000619915,0.000464936,0.0621852,0,0,0,0,0,0,0,0
G160RV1B.03,0,0,0.214111072,0.004016766,0,0,0,0.155664222,0,0,0,0,0,0,0.008615671,0.548434044,0.010886017,0.005937827,0,0,0,0,0,0.032890907,0.019443474,0,0,0,0,0,0,0,0
K160SGCW.03,0,0,0.2756917,0,0,0,0,0.121917937,0,0,0,0,0,0,0.002211557,0.574016563,0.00696405,0,0,0,0,0,0,0,0.014257482,0,0,0,0,0,0.004940711,0,0
J160SL6N.04,0,0,0.140141984,0.00422358,0,0,0,0.005504134,0,0,0,0,0,0,0.015501438,0.740294752,0.003212617,0,0,0,0.000179727,0.000134795,0,0,0.075754853,0,0,0,0,0,0.015052121,0,0
B160SCW7.03,0.000856813,0,0.005206789,0.003789751,0,0.000428407,0,0.297643763,0,0,0,0,0,0,0.004481793,0.645180425,0.004547701,6.59E-05,0,0,0,0,0,0.006854507,0.030944142,0,0,0,0,0,0,0,0
J160RXMX.03,0,0,0.170296619,0.001742377,0,0,0,0.001244555,0,0,0,0,0,0,0.013690106,0.746276706,0.007218419,0,0,0,0,4.15E-05,0,0.0097905,0.049699233,0,0,0,0,0,0,0,0
B160RW0B.03,0.000673627,0,0.110081958,0,0,0,0,0.254013697,0,0,0,0,0,0,0.033681374,0.569439766,0.002975188,0,0,0,0,0,0.004883799,0,0.024250589,0,0,0,0,0,0,0,0
G160S443.03,0.00075903,0,0.010224584,0.002768228,0,0.000312542,0,0.212439166,0,0,0,0,0,0,0.004822074,0.765325713,0.00232174,0,0,0,0,0,0,4.46E-05,0.000982274,0,0,0,0,0,0,0,0
A160SDSF.03,0.000230574,0,0.074168012,0.001460303,0,0,0,0.199100761,0,0,0,0,0,0,0.059449696,0.597763431,0.002997464,0,0,0,0,0.020252094,0.006033356,0,0.038544309,0,0,0,0,0,0,0,0
E160T0T8.03,0,0,0.023327518,0.000689683,0,4.06E-05,0,0.113594872,0,0,0,0,0,0,0.17526066,0.618524078,0.006612844,0.022434987,0,0,0,0.001663353,0,0,0.037810865,0,0,0,0,0,4.06E-05,0,0
E160RHK6.03,0,0,0.056942707,5.00E-05,0,0,0,0,0,0,0,0,0,0,0.047085314,0.864698524,0.002351764,0,0,0,0,0,0.004753565,0,0.024118089,0,0,0,0,0,0,0,0
J160RXKG.03,8.56E-05,0,0.030977238,0.000171145,0,0.000171145,0,0.195875406,0,0,0,0,0,0,0.005861715,0.759498545,0.006845798,0,0,0,0,0,0,0.000171145,0.00034229,0,0,0,0,0,0,0,0
K160Q5GJ.03,7.98E-05,0,0.229992416,0.000359238,0,0,0,0.314333613,0,0,0,0,0,0,0.009300283,0.353051531,0,0,0,0,0,0,0,0,0.092883088,0,0,0,0,0,0,0,0
J160SBVR.03,0.000147929,0,0.107938856,0.003205128,0,0,0,0.147928994,0,0,0,0,0,0,0.036094675,0.542455621,0.00295858,0.003106509,0,0,0,0.024654832,0,0.023767258,0.031213018,0,0,0,0,0,0.0765286,0,0
K160RQHG.03,0,0,0.337059127,0.004602452,0,0,0,0.190860846,0,0,0,0,0,0,0.004884234,0.452214343,0.000187855,0,0,0,0,0.000798384,0,0.0027239,0.006668858,0,0,0,0,0,0,0,0
K160RN29.03,5.58E-05,0,0.054336293,0.0051935,0,0,0,0.172669906,0,0,0,0,0,0,0.015133747,0.714245826,0.006533758,0,0,0,0,0,0.003797398,0.003127269,0.024850617,0,0,5.58E-05,0,0,0,0,0
J160RNK7.03,4.40E-05,0,0.070900774,0.001055595,0,8.80E-05,0,0.201090781,0,0,0,0,0,0,0.028940887,0.685696692,0.005629838,0,0,0,0,0,0,0.000175932,0.006289585,0,0,8.80E-05,0,0,0,0,0
J160RRHH.03,0,0,0.003090632,0.035482058,0,0,0,0.232519868,0,0,0,0,0,0,0.048928313,0.566267962,0.002528699,4.01E-05,0,0,0,0,0,0,0.104318857,0,0,0,0,0,0.006823473,0,0
J160S1ZM.03,0,0,0.450258708,0,0,0,0,0.001493572,0,0,0,0,0,0,0.01600256,0.304262015,0.032378514,0,0,0,0,0,0,0,0.07995946,0,0,0,0,0,0.11564517,0,0
G160RGSN.03,4.34E-05,0,0.308259587,0.000433802,0,0,0,0.172045809,0,0,0,4.34E-05,0,0,0.084114177,0.410116259,0.000520562,0,0,0,0,0,0,0,0.024423044,0,0,0,0,0,0,0,0
E160STSG.03,0,0,0.114944962,0,0,0,0,0.048899238,0,0,0,0,0,0,0.026164268,0.760584251,0.000592718,0,0,0,0,0,0,4.23E-05,0.048772227,0,0,0,0,0,0,0,0
F160RFXG.03,0.000169193,0,0.013264754,0,0,0,0,0,0,0,0,0,0,0,0.079250135,0.2394085,0,0,0,0,0,0,0,0,0.667907417,0,0,0,0,0,0,0,0
E160Q5VN.03,0,0,0.551669801,0.025771362,0,0,0,0,0,0,0,0,0,0,0.208915773,0.188532506,0.000101662,0,0,0,0,0,0,0,0.024602247,0,0,0,0,0,0.000406649,0,0
C160RTZJ.03,0.000290192,0,0.0024459,0,0,0,0,0,0,0,0,0,0,0.000912031,0.326424011,0.431058785,0,0,0,0,0,0,0,0,0.238869082,0,0,0,0,0,0,0,0
